Ticker;CompanyName;Country;Sector;Industry;CP;StartP;MinP;MaxP;Vol;MA;Shares;EV;EPS;Debt;Assets;Equity;Cash;CFOpeAct;CapExp;FCF;netIncome;Sales;MCap;Debts;ROA;FCFyield;PER;Pr6m;Signal;Quality;Quality;Momentum;Momentum;Final_rank;Final;
HO.PA;Thales;France;Industrials;Aerospace & Defense;87.5800018311;77.2472457886;72.0318222046;89.8199996948;285818.30952381;82.3693885198;99252899;21959958528;3.992;26497900000;31807800000;5114900000;5003900000;852350000;-92350000;7.6e+08;209150000;4618850000;8692569076.15749;31.0880506834;0.0065754312;0.0346084442;21.9388782142;1.1337621288;BUY;115;51.8018018018;97;43.6936936937;99.5;44.8198198198;
HNR1.DE;Hannover Rück SE;Germany;Financial Services;Insurance—Reinsurance;142.1499938965;124.2597427368;124.2597427368;152.75;123647.23015873;144.4208217197;59973092;19871860736;7.368;65198109000;77044358000;11042966000;1414365000;1686277000;0;1686277000;305893000;6130681000;8525174661.7533;38.6639377753;0.0039703491;0.0848575291;19.2928873367;1.1439746354;HOLD;107;48.1981981982;104;46.8468468468;98;44.1441441441;
UPM.HE;UPM-Kymmene Oyj;Finland;Basic Materials;Paper & Paper Products;34.5800018311;29.3210754395;29.3210754395;34.5800018311;1056577.18032787;31.8259090674;514609705;19549679616;1.37;6.076e+09;1.5683e+10;9.399e+09;1.578e+09;2.17e+08;-2.74e+08;-5.7e+07;2.24e+08;2.234e+09;17795204541.1785;28;0.0142829816;-0.0029156488;25.2408772489;1.1793565315;BUY;82;36.9369369369;128;57.6576576577;97;43.6936936937;
BIM.PA;BioMerieux;France;Healthcare;Diagnostics & Research;94;119.3714065552;89.3200073242;129.501083374;152947;104.5933163961;41495570;11254252544;3.41;1446500000;3927800000;2431100000;389200000;161050000;-75050000;8.6e+07;115750000;8.21e+08;3900583580;8.9816827072;0.0294694231;0.0076415559;27.5659824047;0.7874582592;HOLD;202;90.990990991;6;2.7027027027;95.5;43.018018018;
BOL.PA;BOLLORE;France;Communication Services;Entertainment;4.5180001259;3.4804880619;3.3159775734;4.6199998856;1322549.88888889;4.1150126003;881815682;41499885568;0.145;31884700000;5.7869e+10;9084200000;2219500000;0;0;0;125800000;6248300000;3984043362.28338;Inf;0.0021738755;0;31.1586215578;1.2980938436;HOLD;22;9.9099099099;186;83.7837837838;95.5;43.018018018;
FPE.DE;Fuchs Petrolub SE;Germany;Basic Materials;Specialty Chemicals;32.9500007629;35.7725334167;32.2730484009;37.3278656006;15439.4206349206;34.4575906481;100775000;4439549952;1.583;6.11e+08;2.289e+09;1.677e+09;2.53e+08;4.6e+07;-1.5e+07;3.1e+07;7.1e+07;6.97e+08;3320536326.88522;13.2826086957;0.0310179118;0.0069826898;20.8149088837;0.9210977702;HOLD;184;82.8828828829;22;9.9099099099;94;42.3423423423;
INGA.AS;ING Group;Netherlands;Financial Services;Banks—Diversified;10.0799999237;7.7203860283;7.2014846802;11.6499996185;17901633.2460317;10.1334495052;3903243864;74368024576;0.723;9.24888e+11;9.8087e+11;5.5041e+10;1.12703e+11;0;0;0;1.005e+09;4.478e+09;39344697851.3261;Inf;0.0010246006;0;13.9419086082;1.3056341855;BUY;17;7.6576576577;187;84.2342342342;93;41.8918918919;
AD.AS;Ahold Delhaize;Netherlands;Consumer Defensive;Grocery Stores;25.1399993896;23.3053131104;21.3402786255;25.6200008392;3520206.56349206;23.46686834;1032881650;39366987776;1.23;3.0936e+10;4.4043e+10;1.3107e+10;4.061e+09;1.104e+09;-4.54e+08;6.5e+08;5.5e+08;1.8264e+10;25966644050.5791;28.0217391304;0.012487796;0.0165112963;20.439023894;1.0787239489;BUY;136.5;61.4864864865;67;30.1801801802;92;41.4414414414;
RAND.AS;Randstad;Netherlands;Industrials;Staffing & Employment Services;62.0200004578;54.1750030518;50.0870552063;66.2399978638;378811.523809524;60.0382222372;98945281;12445849600;2.17;5.619e+09;9.884e+09;4256500000;6.22e+08;9.9e+07;-1.2e+07;8.7e+07;1.53e+08;5.528e+09;6136586372.91356;56.7575757576;0.0154795629;0.0069902821;28.5806453722;1.144808435;BUY;98;44.1441441441;105;47.2972972973;91;40.990990991;
ISP.MI;Intesa Sanpaolo;Italy;Financial Services;Banks—Regional;2.3375000954;1.8060265779;1.7780535221;2.4855000973;98388350.7777778;2.2521161201;16299463500;247864623104;0.193;9.34919e+11;1.000628e+12;6.5347e+10;8.254e+09;0;0;0;1.516e+09;5.334e+09;38099997485.688;Inf;0.0015150485;0;12.1113994579;1.2942777941;BUY;19;8.5585585586;183;82.4324324324;90;40.5405405405;
G24.DE;Scout24 AG;Germany;Communication Services;Internet Content & Information;71.6399993896;63.0691261292;59.9552116394;72.6999969482;272951.436507937;66.442184751;94759340;5467565056;23.55;635663000;3473801000;2838138000;245562000;38756000;-1275000;37481000;24340000;99370000;6788559059.76349;16.4016668387;0.0070067341;0.0068551539;3.0420381906;1.1358964962;BUY;101;45.4954954955;100;45.045045045;89;40.0900900901;
AED.BR;Aedifica;Belgium;Real Estate;REIT—Residential;117.4000015259;94.7111282349;93.8287277222;120;54236.0952380952;102.9319531274;33065066;5820797440;5.233;2059928000;4310723000;2248074000;34932000;0;0;0;44703000;55789000;3881838798.85329;Inf;0.0103701862;0;22.4345502629;1.2395586845;HOLD;40;18.018018018;159;71.6216216216;87.5;39.4144144144;
PHIA.AS;PHILIPS;Netherlands;Healthcare;Diagnostics & Research;38.9350013733;44.6168556213;38.9350013733;49.9311981201;2081682.36507936;45.5185332525;904492346;39081484288;1.296;0;0;1.187e+10;0;0;0;0;3.9e+07;3.827e+09;35216410733.6412;NA;Inf;0;30.0424393312;0.8726522932;HOLD;186;83.7837837838;13;5.8558558559;87.5;39.4144144144;
FPE3.DE;Fuchs Petrolub SE;Germany;Basic Materials;Specialty Chemicals;41.2000007629;45.8482208252;39.594417572;48.3692893982;123803.285714286;42.5524235983;100775000;5461199872;1.583;6.11e+08;2.289e+09;1.677e+09;2.53e+08;4.6e+07;-1.5e+07;3.1e+07;7.1e+07;6.97e+08;4151930076.88522;13.2826086957;0.0310179118;0.0056764082;26.0265323834;0.8986172205;HOLD;179;80.6306306306;19;8.5585585586;86;38.7387387387;
CS.PA;AXA;France;Financial Services;Insurance—Diversified;21.6200008392;18.5490341187;17.2168464661;23.0450000763;5596975.62698413;21.1314861964;1918202194;103071186944;1.25;7.19193e+11;8.04589e+11;7.161e+10;2.8237e+10;5061500000;-1.32e+08;4929500000;867500000;30304500000;41471533044.0993;142.0908821496;0.0010781902;0.0478261689;17.2960006714;1.1655593871;BUY;79;35.5855855856;118;53.1531531532;85;38.2882882883;
UCG.MI;UniCredit;Italy;Financial Services;Banks—Regional;9.8179998398;7.6181564331;7.450551033;10.8579998016;21443642.0079365;9.269055552;2078971107;174573387776;0.307;8.81066e+11;9.42165e+11;6.0659e+10;1.11079e+11;0;0;0;8.87e+08;4.326e+09;20411337995.4389;Inf;0.0009414487;0;31.9804555042;1.2887632232;BUY;16;7.2072072072;180;81.0810810811;84;37.8378378378;
DSM.AS;DSM;Netherlands;Basic Materials;Specialty Chemicals;163.8999938965;146.2962493896;135.1149902344;164.1499938965;347028.984126984;148.3340498909;171981676;31858456576;2.89;6.877e+09;1.4364e+10;7.399e+09;8.71e+08;5.04e+08;-2.11e+08;2.93e+08;5.6e+07;2.08e+09;28187795646.7072;13.6448412698;0.0038986355;0.0091969302;56.7128006562;1.1203294314;HOLD;106;47.7477477477;89;40.0900900901;82;36.9369369369;
FGR.PA;Eiffage;France;Industrials;Engineering & Construction;85.3799972534;77.868057251;71.4194030762;92.1209564209;277473.674603175;85.3654646495;80096310;20646084608;3.8;2.7248e+10;3.3721e+10;5.301e+09;5.192e+09;1.05e+09;-111500000;938500000;191500000;4761500000;6838622727.80891;25.9504761905;0.0056789538;0.0454565608;22.4684203298;1.0964701094;BUY;120;54.0540540541;75;33.7837837838;82;36.9369369369;
NN.AS;NN Group;Netherlands;Financial Services;Insurance—Diversified;39.8800010681;34.7547416687;33.1411628723;42.2299995422;894317.238095238;39.2639464424;279926684;11473744896;5.87;2.24966e+11;2.63738e+11;3.8495e+10;1.2382e+10;1021500000;-11500000;1.01e+09;658500000;4783500000;11163476456.914;220.2310327949;0.0024967961;0.0880270574;6.7938673029;1.1474693568;BUY;87;39.1891891892;108;48.6486486486;82;36.9369369369;
UBI.PA;Ubisoft;France;Communication Services;Electronic Gaming & Multimedia;56.7000007629;84.0999984741;53.4199981689;87.1999969482;478360.214285714;65.4793651823;98424754;7008132608;0.85;3219800000;4884800000;1655700000;1627700000;324750000;-29850000;294900000;4.1e+07;733400000;5580683626.89213;9.9147036182;0.0083933836;0.0420796832;66.7058832505;0.6741974054;HOLD;191.5;86.2612612613;2;0.9009009009;80;36.036036036;
BBVA.MC;BBVA;Spain;Financial Services;Banks—Diversified;5.0900001526;3.9976320267;3.7084918022;5.4310002327;18955471.2063492;4.7129621771;6586361432;-56689819648;0.591;6.68994e+11;7.19705e+11;4.5315e+10;5.495e+10;0;0;0;1.21e+09;4.231e+09;33524580693.879;Inf;0.0016812444;0;8.6125214088;1.2732537959;BUY;20;9.009009009;173;77.9279279279;78.5;35.3603603604;
SRG.MI;Snam;Italy;Utilities;Utilities—Regulated Gas;5.006000042;4.2983808517;4.0936040878;5.0100002289;9066397.73015873;4.6001022392;2025081069;30109700096;0.341;1.699e+10;2.3835e+10;6.821e+09;2.656e+09;2.43e+08;-2.2e+08;2.3e+07;3.13e+08;7.17e+08;10137555916.3898;69.9176954733;0.0131319488;0.0007638734;14.6803520292;1.1646245911;BUY;76;34.2342342342;117;52.7027027027;78.5;35.3603603604;
AT1.DE;Aroundtown SA;Luxembourg;Real Estate;Real Estate Services;6.6779999733;5.544219017;5.544219017;6.8703465462;2305069.8015873;6.2403579477;786075065;18163859456;0.443;14890600000;30836800000;14064700000;2483900000;126700000;-5900000;120800000;132300000;302800000;5249409263.07953;117.5264404104;0.0042903284;0.006650569;15.074492039;1.2044978658;BUY;50;22.5225225225;142;63.963963964;77;34.6846846847;
AKZA.AS;AkzoNobel;Netherlands;Basic Materials;Specialty Chemicals;105.0500030518;86.0410079956;82.2581253052;107.8000030518;501950.246031746;96.7998568217;185501632;21162960896;4.556;7.29e+09;1.3394e+10;5.889e+09;1.197e+09;-3.1e+07;-5.7e+07;-8.8e+07;2.17e+08;2.263e+09;19486947007.7061;-235.1612903226;0.0162012842;-0.0041582083;23.0575072546;1.2209294788;BUY;43;19.3693693694;148;66.6666666667;76;34.2342342342;
BN.PA;Danone;France;Consumer Defensive;Packaged Foods;59.1699981689;53.4672317505;51.4167518616;60.5299987793;1597623.12698413;56.8213647812;640841722;50020159488;2.989;2.6478e+10;4.2776e+10;1.6205e+10;5.93e+08;8.31e+08;-290500000;540500000;470500000;5715500000;37918603517.3238;31.8628158845;0.0109991584;0.0108056433;19.7959177547;1.1066590925;BUY;110;49.5495495495;77;34.6846846847;75;33.7837837838;
EOAN.DE;E.ON;Germany;Utilities;Utilities—Diversified;10.4239997864;8.3386316299;7.9221777916;10.4239997864;8346326.76190476;9.4082957412;2210866350;63163449344;0.865;8.4231e+10;9.778e+10;8.095e+09;2.306e+09;-5.89e+08;-8.4e+08;-1.429e+09;8.01e+08;1.8515e+10;23046070360.108;-143.0067911715;0.0081918593;-0.0226238436;12.0508668051;1.2500851757;HOLD;25;11.2612612613;161;72.5225225225;74;33.3333333333;
RUI.PA;Rubis;France;Utilities;Utilities—Regulated Gas;36.0499992371;38.1643791199;35.4766120911;40.3834609985;240596.333333333;37.7072436923;94529075;4014280448;2.718;2308283000;4928616000;2501051000;1081584000;115081500;-58301500;56780000;70587500;925585500;3407773081.63004;20.0578112034;0.0143219719;0.0141445025;13.2634287112;0.9445980799;HOLD;162.5;73.1981981982;23;10.3603603604;72.5;32.6576576577;
VER.VI;VERBUND AG;Austria;Utilities;Utilities—Renewable;85.0500030518;75.7919845581;58.9713058472;85.0500030518;248056.552;71.052930481;66008980;31350837248;1.784;5.215e+09;12182500000;6227500000;41400000;203700000;-1.69e+08;34700000;144700000;674100000;5614063950.44342;25.6013745704;0.0118776934;0.0011068285;47.6737685268;1.1221503639;HOLD;92.5;41.6666666667;93;41.8918918919;72.5;32.6576576577;
QIA.DE;Qiagen;Netherlands;Healthcare;Diagnostics & Research;43.8600006104;44.6699981689;38.2999992371;46.3699989319;534136.96031746;41.4550792755;226227997;11134344192;1.628;2912834000;5762610000;2849776000;787786000;128627000;-46339000;82288000;129223000;567206000;9922360086.49861;22.6455876293;0.0224243876;0.0073904667;26.9410323159;0.9818670788;BUY;152.5;68.6936936937;31;13.963963964;71;31.981981982;
ENG.MC;Enagás;Spain;Utilities;Utilities—Regulated Gas;18.3050003052;17.2856998444;16.2359237671;19.1620006561;1096560.74603175;17.670557673;227063216;9411290112;1.598;6.091e+09;9.262e+09;3.154e+09;995400000;193500000;0;193500000;92900000;232400000;4156392238.17419;31.4780361757;0.0100302311;0.0205604118;11.4549438706;1.0589678445;BUY;125;56.3063063063;58;26.1261261261;70;31.5315315315;
EBS.VI;Erste Group Bank AG;Austria;Financial Services;Banks—Regional;31.6800003052;24.7671279907;24.7671279907;34.7299995422;730199.728;29.9463396759;254651825;44010962944;1.849;282197137000;304968574000;17608557000;9.271e+09;-6.612e+09;-9.3e+07;-6.705e+09;355106000;1793003000;8067369893.71357;-42.679542801;0.0011644019;-0.1523484048;17.1335858871;1.2791148137;BUY;3;1.3513513514;178;80.1801801802;69;31.0810810811;
DBK.DE;DEUTSCHEBANK;Germany;Financial Services;Banks—Regional;10.5;8.3690004349;8.3690004349;12.5360002518;11409629.1111111;10.6547619048;1804820511;-96743481344;0.517;1.253569e+12;1.317126e+12;6.1915e+10;1.79981e+11;0;0;0;1.002e+09;7.164e+09;18950615365.5;Inf;0.0007607473;0;20.3094777563;1.2546301176;HOLD;15;6.7567567568;164;73.8738738739;67.5;30.4054054054;
RWE.DE;RWE;Germany;Utilities;Utilities—Diversified;30.0300006866;34.5446929932;28.6399993896;35.5481109619;2651214.0952381;31.6295780908;620573856;17528215552;1.797;4.4705e+10;6.4908e+10;1.9364e+10;6.339e+09;1.596e+09;-1.037e+09;5.59e+08;8.95e+08;4.707e+09;18635833321.7943;28.0106516291;0.0137887471;0.031891438;16.711185691;0.8693086574;HOLD;167;75.2252252252;12;5.4054054054;67.5;30.4054054054;
LEG.DE;LEG Immobilien;Germany;Real Estate;Real Estate Services;132.5;114.7643203735;107.5140075684;134.1000061035;139260.380952381;116.9385453482;71987799;15057878016;18.406;8322700000;15849100000;7502100000;773500000;98500000;0;98500000;123700000;256700000;9538383367.5;84.4944162437;0.0078048596;0.0065414263;7.1987395415;1.1545400136;HOLD;65;29.2792792793;112;50.4504504505;66;29.7297297297;
SIE.DE;Siemens;Germany;Industrials;Specialty Industrial Machinery;133.2400054932;124.6474227905;124.6474227905;145.9600067139;1485269.95238095;135.608334617;800552995;131413704704;7.309;8.7063e+10;1.31658e+11;4.0126e+10;2.3639e+10;1.594e+09;-3.63e+08;1.231e+09;2.265e+09;1.4665e+10;106665685451.369;54.6191969887;0.017203664;0.009367364;18.2295807215;1.0689351012;HOLD;113.5;51.1261261261;61;27.4774774775;65;29.2792792793;
ACKB.BR;Ackermans & van Haaren;Belgium;Industrials;Engineering & Construction;139.8999938965;129.2041168213;123.898399353;145.1999969482;22789.9365079365;132.7859124078;22099229;7421394944;6.93;11446575000;16228744000;3562038000;842408000;220589500;-47435500;173154000;86759500;1052168500;3091682002.21701;51.8908424925;0.0053460391;0.0233317323;20.1875893069;1.0827827885;BUY;97;43.6936936937;69;31.0810810811;64;28.8288288288;
AKE.PA;Arkema;France;Basic Materials;Specialty Chemicals;105.5999984741;94.599357605;86.4897155762;109.4499969482;187878.952380952;100.3693897913;55940713;9224343552;4.49;5.649e+09;1.113e+10;5.431e+09;1.494e+09;1.51e+08;-1.27e+08;2.4e+07;1.24e+08;2.226e+09;5907339207.44125;37.4105960265;0.0111410602;0.0026018112;23.5189306178;1.1162866339;BUY;80.5;36.2612612613;85;38.2882882883;63;28.3783783784;
GFC.PA;Gecina;France;Real Estate;REIT—Office;132.6000061035;115.3687896729;107.5179672241;135.5500030518;118643.531746032;121.2207982502;51510967;17040520192;2.1;7748723000;20249624000;12474325000;174123000;130227000;-1268000;128959000;-92116500;228038500;6830354538.59799;59.5016624817;-0.0045490474;0.0075677854;63.1428600493;1.1493576944;HOLD;49;22.0720720721;110;49.5495495495;62;27.9279279279;
EDEN.PA;Edenred;France;Financial Services;Credit Services;48.7000007629;46.2255210876;43.294002533;50.5;380829.158730159;46.339506119;232675797;13894935552;0.97;1.0562e+10;9.428e+09;-1.23e+09;1.125e+09;282500000;-25500000;2.57e+08;6.9e+07;3.74e+08;11331311491.4175;37.3876106195;0.0073186254;0.0184959476;50.2061863535;1.0535305956;BUY;104.5;47.0720720721;53;23.8738738739;61;27.4774774775;
MRL.MC;Merlin Properties;Spain;Real Estate;REIT—Diversified;9.1280002594;7.7554888725;7.1124210358;9.6719999313;866576.182539682;8.6880816808;431939942;10024504320;0.158;6762638000;13522832000;6760194000;320352000;0;0;0;55724000;126105000;3942747902.62097;Inf;0.0041207345;0;57.7721535405;1.1769729039;BUY;31;13.963963964;126;56.7567567568;60;27.027027027;
TEG.DE;TAG;Germany;Real Estate;Real Estate Services;27.8400001526;24.4616451263;22.4376335144;28.6200008392;395738.261904762;25.2505459256;139427627;6873104896;2.475;3890226000;6599250000;2628471000;403543000;46115000;0;46115000;33278000;175980000;3881665156.95497;84.3592323539;0.0050426942;0.0067094858;11.2484849101;1.1381082511;HOLD;54;24.3243243243;102;45.9459459459;59;26.5765765766;
ALV.DE;Allianz;Germany;Financial Services;Insurance—Diversified;210.3000030518;178.4360656738;178.4360656738;222.6499938965;923767.301587302;206.535874503;412037398;83626434560;19.241;9.86626e+11;1.068741e+12;7.8335e+10;2.145e+10;0;0;0;2.566e+09;2.9456e+10;86651466056.8383;Inf;0.0024009559;0;10.9297855128;1.1785734137;BUY;26;11.7117117117;127;57.2072072072;58;26.1261261261;
SOI.PA;SOITEC;France;Technology;Semiconductor Equipment & Materials;189.3000030518;177.8999938965;145.6000061035;193;77218.7063492063;172.6928577726;22766094;6658655744;2.16;892531000;1568031000;675500000;644376000;35928000;-36604000;-676000;25256000;164712500;4309621663.67661;24.8422122022;0.0161068244;-0.000101522;87.6388903017;1.064080998;HOLD;92.5;41.6666666667;59;26.5765765766;57;25.6756756757;
IFX.DE;Infineon Technologies;Germany;Technology;Semiconductors;31.8999996185;32.9188461304;30.4650001526;36.5999984741;4989516.54761905;33.6236033818;1301314464;45685379072;0.299;1.1258e+10;2.1429e+10;1.0171e+10;1.894e+09;5.87e+08;-2.33e+08;3.54e+08;2.56e+08;2.631e+09;41511930905.1879;19.1788756388;0.0119464277;0.0077486497;106.6889619349;0.9690497502;HOLD;121;54.5045045045;29;13.0630630631;56;25.2252252252;
CABK.MC;CaixaBank;Spain;Financial Services;Banks—Regional;2.4419999123;2.1145868301;1.9288796186;2.8710000515;16479611.7142857;2.5289572449;3217681556;-27234369536;0.207;6.28017e+11;6.63569e+11;3.5523e+10;8.1823e+10;0;0;0;4.786e+09;1.889e+09;7857578077.43894;Inf;0.0072125129;0;11.7971010254;1.1548354872;HOLD;35;15.7657657658;113;50.9009009009;55;24.7747747748;
MRK.PA;MERCK AND CO INC;United States;Healthcare;Drug Manufacturers—General;65.9899978638;67.5811538696;58.7662200928;67.5811538696;610.7222222222;63.0319613805;2511244844;189718724608;2.352;6.3808e+10;9.0847e+10;2.6945e+10;6.981e+09;1.791e+09;-1.134e+09;6.57e+08;3.179e+09;1.208e+10;165717041890.962;35.6270240089;0.0349929002;0.0034630214;28.0569718809;0.9764556254;BUY;116.5;52.4774774775;30;13.5135135135;54;24.3243243243;
ACA.PA;Crédit Agricole;France;Financial Services;Banks—Regional;11.4499998093;9.5930976868;8.817565918;12.6040430069;5774840.55555556;11.4244590108;1235467251;-137274957824;0.957;1.9573e+12;2.0315e+12;6.57e+10;2.266e+11;0;0;0;1.045e+09;5.109e+09;14146099788.3033;Inf;0.0005143982;0;11.96447211;1.193566477;BUY;12;5.4054054054;134;60.3603603604;53;23.8738738739;
WIE.VI;Wienerberger AG;Austria;Basic Materials;Building Materials;33.9000015259;28.1905345917;27.1886405945;34.1399993896;220409.16;31.2504837494;111916853;4863008768;1.975;2432304000;4234895000;1802018000;379649000;-119268000;-33800000;-153068000;28431000;796513000;3793981487.47157;-20.3936009659;0.0067135077;-0.0314759868;17.1645577346;1.2025313467;BUY;6.5;2.9279279279;139;62.6126126126;52;23.4234234234;
ATO.PA;Atos;France;Technology;Information Technology Services;41.8300018311;65.3243637085;41.0299987793;65.8947982788;780137.484126984;57.9381544628;91665691;6310442496;5.046;1.1256e+10;1.8127e+10;6.861e+09;3.282e+09;508500000;-6.7e+07;441500000;110500000;2.777e+09;3834376022.37489;22.1356932153;0.0060958791;0.069963398;8.289734806;0.6403430429;HOLD;144;64.8648648649;1;0.4504504505;51;22.972972973;
COV.PA;Covivo;France;Real Estate;REIT—Diversified;77.8399963379;67.7232208252;60.5317955017;81.5999984741;140707.801587302;71.8540123228;60515654;23173294080;6.529;14811591000;27379749000;8582202000;1246147000;154372500;-200618000;-46245500;82751500;213184000;4710538285.74506;95.9470825438;0.0030223615;-0.0019956377;11.9221927306;1.1493841461;BUY;32;14.4144144144;111;50;50;22.5225225225;
HUH1V.HE;Huhtamäki Oyj;Finland;Consumer Cyclical;Packaging & Containers;44.5900001526;41.6342430115;36.8675689697;44.5900001526;234156.893442623;39.4674809565;78320471;5650129920;1.67;2290200000;3746200000;1372200000;271600000;40300000;-3.3e+07;7300000;4.7e+07;801900000;3492309813.84076;56.8287841191;0.0125460467;0.0012920057;26.7005988938;1.0709934162;HOLD;77.5;34.9099099099;62;27.9279279279;49;22.0720720721;
EVT.DE;Evotec;Germany;Healthcare;Drug Manufacturers—Specialty & Generic;34.8699989319;32.5;28.5;39.0200004578;462754.325396825;34.0492858433;125379700;5819120640;0.266;787661000;1580707000;793046000;401597000;2459000;-36297000;-33838000;52702000;133085000;4371990005.08003;320.3176087841;0.0333407773;-0.0058149679;131.0902215484;1.0729230441;BUY;74.5;33.5585585586;64;28.8288288288;48;21.6216216216;
ELE.MC;Endesa;Spain;Utilities;Utilities—Regulated Electric;20.6800003052;20.735868454;19.117641449;22.2506027222;1550070.37301587;20.7682205836;317156154;30080548864;0.983;2.4521e+10;3.2627e+10;7.954e+09;4.74e+08;5.83e+08;-3.92e+08;1.91e+08;4.91e+08;4.668e+09;6558789361.50838;42.0600343053;0.0150488859;0.0063496182;21.0376401884;0.9973057242;BUY;99.5;44.8198198198;37;16.6666666667;47;21.1711711712;
STEAV.HE;Stora Enso Oyj A;Finland;Basic Materials;Paper & Paper Products;17.3999996185;15.5195274353;15.3721895218;18.6499996185;7545.3852459016;16.9383718616;615375948;16821987328;0.85;8.415e+09;1.7609e+10;9.207e+09;1.313e+09;1.32e+08;-1.92e+08;-6e+07;1.44e+08;2.276e+09;10707541260.4527;63.75;0.0081776364;-0.0035667605;20.4705877865;1.1211681342;BUY;42;18.9189189189;92;41.4414414414;46;20.7207207207;
TEF.MC;Telefónica;Spain;Communication Services;Telecom Services;3.7155001163;3.5862150192;3.3523313999;4.1119999886;17197654.8412698;3.7237685294;5408270400;74863558656;0.331;8.3858e+10;1.0301e+11;1.2227e+10;4.94e+09;2.556e+09;-2.184e+09;3.72e+08;8.86e+08;1.0656e+10;20094429300.4429;32.8082942097;0.0086011067;0.0049690398;11.2250758802;1.0360505704;BUY;83.5;37.6126126126;48;21.6216216216;45;20.2702702703;
STERV.HE;Stora Enso Oyj;Finland;Basic Materials;Paper & Paper Products;16.7600002289;14.9649095535;14.3149995804;16.8850002289;1809784.54918033;15.8109094119;615375948;16269954048;0.85;8.415e+09;1.7609e+10;9.207e+09;1.313e+09;1.32e+08;-1.92e+08;-6e+07;1.44e+08;2.276e+09;10313701029.3284;63.75;0.0081776364;-0.0036877793;19.7176473281;1.1199533261;BUY;41;18.4684684685;88;39.6396396396;43.5;19.5945945946;
VIV.PA;Vivendi;France;Communication Services;Broadcasting;28;25.8522815704;24.7946891785;30.5722808838;2341389.34920635;27.8804098916;716284495;38215872512;1.26;2.1691e+10;3.8122e+10;1.5759e+10;9.76e+08;216500000;-1.16e+08;100500000;341500000;4.257e+09;20055965860;100.1893764434;0.0089580819;0.0026297973;22.2222222222;1.0830765526;BUY;59;26.5765765766;70;31.5315315315;43.5;19.5945945946;
TYRES.HE;Nokian Renkaat Oyj;Finland;Consumer Cyclical;Auto Parts;34.8899993896;31.1202278137;28.2349090576;35.4099998474;432905.467213115;31.9539284784;103163744;4848118784;0.86;7.92e+08;2.384e+09;1.592e+09;410400000;-24400000;-17100000;-41500000;35500000;341800000;3599382965.19385;-32.4590163934;0.0148909396;-0.0085600213;40.5697667321;1.121135732;HOLD;36;16.2162162162;91;40.990990991;42;18.9189189189;
TRN.MI;Terna Rette Electrica;Italy;Utilities;Utilities—Regulated Electric;6.6719999313;5.9658703804;5.5048623085;6.6960000992;5580047.88095238;6.0920120686;1388472700;22760286208;0.391;13566500000;18198500000;4593200000;1624500000;67600000;-241500000;-173900000;190400000;621800000;9263889759.06115;200.6878698225;0.0104624007;-0.0076405015;17.0639384433;1.1183615308;HOLD;38;17.1171171171;87;39.1891891892;41;18.4684684685;
ITX.MC;Inditex;Spain;Consumer Cyclical;Apparel Retail;28.0900001526;26.0558738708;24.3831996918;32.5400009155;4278003.69047619;28.8789862981;1107492173;88860311552;0.622;1.2834e+10;2.672e+10;1.3855e+10;7.084e+09;0;0;0;4.21e+08;4.942e+09;31109455308.5599;Inf;0.015755988;0;45.1607719495;1.0780678588;HOLD;58;26.1261261261;66;29.7297297297;40;18.018018018;
COFB.BR;Cofinimmo;Belgium;Real Estate;REIT—Diversified;131.6000061035;117.7495040894;115.6468353271;134.6000061035;46756.4920634921;124.620395176;25228859;6017007104;4.094;2560010000;5431780000;2796999000;37793000;0;0;0;45079000;71024000;3320117998.38474;Inf;0.0082991211;0;32.1446033472;1.1176268395;BUY;37;16.6666666667;86;38.7387387387;38.5;17.3423423423;
TIT.MI;Telecom Italia;Italy;Communication Services;Telecom Services;0.3727999926;0.3537048399;0.3453019261;0.4535629451;118867943.412698;0.4125660674;15448277846;36167868416;0.343;4.3904e+10;7.3726e+10;2.5383e+10;4.37e+09;1.261e+09;-8.74e+08;3.87e+08;-2.16e+08;3.752e+09;5759117866.07432;34.8168120539;-0.002929767;0.0107001053;1.0868804448;1.0539861219;HOLD;69;31.0810810811;54;24.3243243243;38.5;17.3423423423;
GBLB.BR;GBL;Belgium;Financial Services;Asset Management;94;82.8009109497;79.551902771;97.0800018311;156395.563492063;88.4440851968;52877569;20599949312;3.959;9.89e+09;3.0358e+10;18975500000;1273900000;0;0;0;6.8e+07;1.985e+09;4970491486;Inf;0.0022399368;0;23.7433695378;1.1352532106;BUY;23;10.3603603604;99;44.5945945946;37;16.6666666667;
WLN.PA;Worldline;France;Technology;Software—Infrastructure;81.2399978638;73.6200027466;68.5800018311;82.9800033569;570879.46031746;76.2619045197;241133996;28049457152;0.814;9283600000;19668800000;9480600000;1381400000;145200000;-45250000;99950000;55350000;829300000;19589725319.9222;63.9366391185;0.0028141015;0.0035633488;99.8034371791;1.1035044123;BUY;45;20.2702702703;76;34.2342342342;35.5;15.990990991;
