"Ticker","CompanyName","Country","Sector","Industry","CP","StartP","MinP","MaxP","Vol","MA","Shares","EV","EPS","Debt","Assets","Equity","Cash","CFOpeAct","CapExp","FCF","netIncome","Sales","MCap","Debts","ROA","FCFyield","PER","Pr6m","Signal","Quality","N_Quality","Momentum","N_Momentum","Final_rank","N_Final"
"MRNA","Moderna Inc","United States","Healthcare","Biotechnology",234.979995727539,111.730003356934,109.180000305176,234.979995727539,10919839.516129,162.082177808208,342113722,81426194432,1.492,8.856e+09,1.2694e+10,3.838e+09,5.442e+09,2.971e+09,-3.5e+07,2.936e+09,1.221e+09,1.937e+09,80389880933.8925,2.98081454055873,0.0961871750433275,0.0360571929031006,157.493294723552,2.103105599817,"HOLD",640,100,638,99.6875,640,100
"LB","L Brands Inc","United States","Consumer Cyclical","Apparel Retail",72.0599975585938,37.1081657409668,37.1081657409668,72.2699966430664,4252459.2,58.7246878967285,175680983,23945930752,3,1.2232e+10,1.1571e+10,-6.62e+08,3.903e+09,1.333e+09,-2.8e+07,1.305e+09,8.6e+08,4.818e+09,12659571206.0714,9.17629407351838,0.0743237403854464,0.0544977772430501,24.0199991861979,1.94189058175518,"HOLD",634,99.0625,636,99.375,639,99.84375
"ET","Energy Transfer LP","United States","Energy","Oil & Gas Midstream",10.6300001144409,5.8697829246521,5.8697829246521,11.3500003814697,20180995.1612903,8.34932484934407,2316977385,90820476928,1.293,6.1195e+10,9.6218e+10,2.1436e+10,3.55e+08,5.155e+09,-6.98e+08,4.457e+09,3.285e+09,1.6995e+10,24629469867.707,11.8709990300679,0.0341412209773639,0.0490748358823681,8.22119111712368,1.81096988609182,"HOLD",609,95.15625,632,98.75,638,99.6875
"WSM","Williams-Sonoma","United States","Consumer Cyclical","Specialty Retail",159.649993896484,101.070915222168,101.070915222168,187.039993286133,1329995.2,152.124881164551,74152294,12422147072,11.04,2662944000,4110240000,1447296000,639670000,238881000,-42360000,196521000,227802000,1749029000,11838413284.5103,11.1475755711003,0.0554230409903071,0.0158202119859751,14.461050171783,1.57958393416693,"BUY",614.5,96.015625,623,97.34375,637,99.53125
"VALE","Vale S.A.","Brazil","Basic Materials","Other Industrial Metals & Mining",22.8099994659424,16.3272037506104,15.1542720794678,22.8099994659424,30213010.483871,18.6057950758165,4534140526,146450268160,2.227,2.93667e+11,4.95569e+11,2.07487e+11,7.3399e+10,3.831e+10,-5.541e+09,3.2769e+10,3.0564e+10,6.9301e+10,103423742976.568,7.66554424432263,0.0616745599502794,0.223755138257577,10.2424784310473,1.39705486710115,"HOLD",637,99.53125,584,91.25,636,99.375
"TPL","Texas Pacific Land Trust","United States","Energy","Oil & Gas E&P",1599.73999023438,723.956604003906,723.956604003906,1750.00610351562,60369.6,1339.49720068359,7746693,11264106496,22.698,99867000,613802000,513935000,310655000,52387000,-1449000,50938000,50052000,84085000,12392694584.1687,1.90633172351919,0.0815442113254763,0.00452215184738253,70.4793369563122,2.20971807065074,"HOLD",567,88.59375,639,99.84375,635,99.21875
"TROW","T Rowe Price Group","United States","Financial Services","Asset Management",197.970001220703,143.726684570312,143.726684570312,197.970001220703,1119399.19354839,171.856130169284,224366969,39584755712,11.776,1743300000,10764400000,8008200000,2830100000,994700000,-58800000,935900000,749400000,1826800000,44417929126.8155,1.75258872021715,0.0696183716695775,0.0236429398935582,16.8113112449646,1.37740602458449,"HOLD",635,99.21875,568,88.75,634,99.0625
"AMAT","Applied Materials","United States","Technology","Semiconductor Equipment & Materials",142.399993896484,85.9861831665039,85.9861831665039,142.800308227539,9307924.8,121.91389666748,910059779,123413037056,4.802,1.2092e+10,2.4085e+10,1.1993e+10,6.305e+09,1.187e+09,-2.04e+08,9.83e+08,1.33e+09,5.582e+09,129592506975.036,10.1870261162595,0.0552210919659539,0.00796512283831045,29.6543094328372,1.65607994973728,"HOLD",574,89.6875,628,98.125,633,98.90625
"GOOG","Alphabet Cl C","United States","Communication Services","Internet Content & Information",2506.32006835938,1728.23999023438,1728.23999023438,2545.63989257812,1459034.67741935,2187.12717462355,583504913,1588141359104,75.04,9.7082e+10,3.27095e+11,2.30013e+11,2.6622e+10,1.9289e+10,-5.942e+09,1.3347e+10,1.793e+10,5.5314e+10,1462450073438.19,5.03302400331795,0.0548158791788318,0.00840416372477708,33.3997876913563,1.45021529563118,"HOLD",590.5,92.265625,604,94.375,632,98.75
"LRCX","Lam Research Corp","United States","Technology","Semiconductor Equipment & Materials",650.700012207031,470.184265136719,470.184265136719,666.664489746094,1522641.6,586.250848632812,142113047,92985442304,23.652,9913297000,15284913000,5371616000,3673366000,1165080000,-89596000,1075484000,1071121000,3847654000,92472961417.6784,8.50868352387819,0.0700770099247539,0.0115661545866921,27.511416041224,1.38392553825216,"HOLD",616,96.25,576,90,631,98.59375
