"Ticker","Signal","Final_rank","Quality","Momentum","PER","MCap","Slope","ROA","FCF2EV","FCF2D","MomentumValue"
"FLGT","HOLD",2783,2780,2734,10.6127943387872,1291626022.33203,1.63824408156008,0.45957002,0,0,24.3150005340576
"CLCT","HOLD",2781,2775,2702,NA,NA,1.61418898293152,0.194405392739988,0,0,5.4318029710222
"CPSH","HOLD",2780,2712,2731,205.97015210052,112377458.75321,4.2126222827183,0.06592,0,0,13.6592596785358
"SBSW","HOLD",2779,2765,2673,NA,12462877483.8989,0.943467367731699,0.2197,0.694709199723379,0,3.64311239157617
"BWMX","HOLD",2778,2767,2665,NA,201467376.802406,1.74491376228146,0.42725,1.15742662386224,0,3.30766125227366
"HEAR","BUY",2777,2685,2727,9.94514755055874,358254025.251457,0.522765127438888,0.18562001,9.23284428329811,0.167662846714743,11.4583326793379
"DRD","SELL",2776,2761.5,2626,803.63637750799,352221204.759716,-0.843065499388576,0.19483,0.827325731166913,0,2.60701624089342
"RCII","HOLD",2774,2674,2706,15.7962461578942,3002888345.07935,1.36320170035433,0.102299996,3.99021178935207,0.539033255788596,6.11416266464476
"CAMT","HOLD",2773,2705,2662,47.0185173882378,656166144.546387,0.943645301302802,0.06171,0,0,3.24315569396061
"TSM","HOLD",2772,2750,2598,51.0896862355048,513359709987.788,0.66063173456512,0.14097999,1.98612352119341,0,2.20717627492734
"APT","SELL",2771,2681,2657,8.2991800673021,139693988.814072,-0.774641905915752,0.27952,10.8323688539707,0.188115525063627,3.17313431051266
"FFHL","HOLD",2770,2714,2620,-6.99925511431889,11701486.1251316,1.22423123124388,0.08146,0.754182090200526,0,2.50515447024581
"GRVY","HOLD",2769,2764,2547,44.9217333548886,348871548.313904,0.580140543564332,0.17833,0.0363205108415136,0,1.80796936594805
"RADA","HOLD",2768,2612,2686,90.8461570739746,477997614.493554,1.08495040028782,0.040009998,0,0,4.42372913546894
"HIBB","HOLD",2767,2761.5,2533,14.864678339127,1057295199.44147,1.67218228623769,0.11205,0,0,1.68308977407914
"OIIM","BUY",2766,2587,2689,31.408450972866,135203850.826416,1.1514736244885,0.036140002,0,0,4.69852935182492
"MHH","SELL",2765,2751,2513,21.3132536554911,69529680.2890873,-0.548600027439115,0.09119,0,0,1.59319283665398
"REGI","HOLD",2764,2559,2697,26.9963775855907,2858476537.57362,1.07886705039385,0.057389997,6.20311248563383,0.211352257403097,5.07578089720338
"BX","HOLD",2763,2737,2494,45.0199991861979,44522647385.6383,0.535461971238764,0.07685,0,0,1.49048155584235
"QDEL","SELL",2762,2635,2595,8.19829000094301,5853351605.11018,-0.700035504050478,0.47871,14.9794858985572,0.278210636992917,2.17043022877654
"YETI","HOLD",2761,2571,2650,38.4632778706524,5576658294.78775,0.645143148634725,0.19594999,17.6463655391026,0.557864468894873,3.00470599006204
"SPWH","HOLD",2760,2565,2654,10.4761908064673,680938641.367559,0.0515536767582782,0.0938,6.99423779788499,2.01613288179183,3.15196099284978
"LINC","HOLD",2757,2630,2565,3.99328846259405,89971934.4158344,0.188961285083083,0.04176,0,0,1.90452270457722
"UMC","HOLD",2756,2521,2666,59.4814795034903,17372364131.7811,1.04705734387137,0.03489,0.542212996432224,0,3.32761630180991
"IDT","HOLD",2755,2618,2564,12.2416919811975,201142275.01235,2.20593219831039,0.07185,7.18850766151223,0.126908676095861,1.90335105038183
"COE","HOLD",2754,2661,2520,-7.18502757466572,158719315.163116,-0.13328919215514,0.04763,0,0,1.63888877714722
"LOGI","BUY",2753,2595,2584,16.6392846889155,15271692095.2028,0.430958164003466,0.18597001,19.3906213962554,0.048542854438806,2.02308533826926
"DECK","HOLD",2751,2549,2627,24.6209415271635,8856426790.13754,0.706830249845445,0.13771,17.5449933936228,0.579941293290459,2.62223691850759
"LAKE","HOLD",2750,2694,2478,8.27223660424881,205637672.80162,0.391171873280372,0.19621,8.39497404275033,0.0964888186133661,1.42393821250795
"MED","HOLD",2748,2589,2568,27.0311065533194,2390703073.36218,0.709160833292556,0.35953,20.5539868238056,0.0886550060934529,1.93005412574616
"HHR","HOLD",2747,2756,2400,NA,801371642.5,0.849523661118272,0.15114,0.741570832768908,0,1.18455433866351
"VIPS","HOLD",2746,2724,2424,84.3153514308059,17397616515.674,1.46878035775931,0.068119995,0,0,1.24548723287222
"SID","HOLD",2745,2680,2467,8.71508347921531,4008587821.28587,1.60316005452881,0.06082,1.12954522157826,0,1.38349207299019
"INS","HOLD",2744,2434,2709,41.021980034126,239263734.996002,0.122511246323279,0.13942,26.9269363072123,0.255700487902021,6.76516619734134
"ONEW","HOLD",2743,2641,2501,0.152034261847045,344575307.091362,0.752938659760983,0.11733,3.91817539147877,1.56678036103724,1.532364549747
"LFVN","SELL",2742,2663.5,2477,11.8624997138977,110143376.273539,-0.643632748922271,0.18337,7.66693810203893,1.01485980773819,1.4238227851161
"RCKY","HOLD",2741,2746,2387,15.9125868257109,304791654.218895,1.42091485583628,0.08579001,0,0,1.14758615774416
"SWBI","SELL",2740,2733,2397,NA,796816458.927057,-0.411842683446307,0.24712999,2.42172903532264,0.125739654802649,1.1825258048778
"MOH","BUY",2739,2591,2527,19.3446131338525,11836617145.7025,0.26234347857061,0.07445,4.24692842231608,1.1499940999647,1.67011571436291
"HASI","HOLD",2738,2496.5,2608,46.5576733165606,3883604383.99454,0.464153230028102,0.02831,0,0,2.36974821229357
"LEU","HOLD",2737,2394,2703,8.41638953010725,189746427.250656,0.457502449616142,0.047859997,3.6286896390813,1.66387167335035,5.61690143285538
"MTCH","BUY",2736,2474,2622,298.278683521709,37872843829.9774,0.430253420252659,0.08269,14.1916588672175,1.2238417709978,2.55873753213913
"WSM","HOLD",2735,2558,2537,19.2858182294817,9971631708.84558,0.699676324024793,0.11314,11.2013485548195,1.63336998738269,1.70772895303443
"VHC","BUY",2734,2745,2343,1.47257703842748,369348414.588532,0.319041997175763,0.75604,1.30361825454518,0.00043736980958668,1.05423517229659
"DHT","BUY",2733,2665,2403,3.54658387462545,811571081.691888,0.274841621908795,0.1182,3.47732721077783,1.20094206923404,1.18873462959768
"AMED","HOLD",2732,2405,2660,44.2807957745981,7859754696.9765,0.0912980698935938,0.09455,21.2708449906248,0.801206109541033,3.203513403186
"VCTR","HOLD",2731,2766,2288,8.68055555555556,191768250,0.579842380127593,0.12016,0,0,0.964716383423779
"HZO","HOLD",2729.5,2613,2439,12.8660829852012,1045960116.25075,1.15003524388961,0.08663,4.85097180445766,1.27348951015647,1.29562980845513
"KL","SELL",2729.5,2660,2392,11.5973886367342,9010986246.8752,-0.738078029499927,0.1685,13.0355339195986,0.0410184957539752,1.16360880493209
"TOMZ","SELL",2728,2413,2637,11.4917122856688,42357035.2463531,-3.47949865669242,0.33053002,28.5071240741323,0.638955240559729,2.78571406523792
"BEAT","HOLD",2727,2637,2412,NA,NA,1.12275357060449,0.0435221373155224,0,0,1.21238392484172
"NTES","BUY",2726,2695,2346,15.3066429496258,39818401131.2005,0.218449798995754,0.071550004,2.88070891538099,0,1.0591573038167
"FLWS","HOLD",2725,2569,2470,17.4903967316416,709924261.86985,-0.140344109135808,0.08292,7.93309869543122,1.31519057760835,1.39661018894308
"ERIC","HOLD",2724,2693,2344,-16.7174511008646,34857341267.543,0.0857530347517966,0.06801,1.64654321820703,0,1.05677949140538
"OESX","HOLD",2723,2283.5,2722,65.0892853736877,171877757.940601,0.505597356797029,0.04127,11.6784597265605,0.179015822622766,8.88235221519605
"LHCG","SELL",2721,2426,2574,49.6741562746884,5337843492.42072,-0.222288288351833,0.048639998,10.0815471260966,0.224050370909958,1.95175442917884
"IMOS","HOLD",2720,2673,2324,61.6666657584054,547661552.533733,0.311313284014661,0.05946,1.79589989221433,0,1.01420584299792
"NOA","HOLD",2718.5,2543,2451,86.028369605964,257793907.002166,1.14861492091568,0.053400002,11.6490025357,0,1.32105611715962
"MARPS","HOLD",2718.5,2777,2217,25.2173905787261,7478009.38482285,1.45468258393428,0.25337,0,0,0.864290038921
"RH","BUY",2717,2297.5,2684,55.0929728510019,7557013228.06607,0.598177169137874,0.13294,19.3326796774642,3.01227326751323,4.14662050167594
"ABR","HOLD",2716,2495,2485,11.2713067369028,1847142581.93998,0.735220593419651,0.02822,0,0,1.46655964417179
"ZTO","HOLD",2715,2531,2445,35.6584829943521,13656055555.6453,-0.246127383336928,0.06161,15.8724434159764,0,1.30620801541098
"BFO","HOLD",2713,2222,2737,NA,NA,18.4127141657771,0.017468010191409,0,0,9369.82108363555
"RDY","HOLD",2712,2731,2225,43.2692307692308,7295466588.75,-0.0450721682276373,0.0856,0.406957961192238,0,0.87651269955614
"SMSI","HOLD",2711,2319.5,2636,37.0658686061105,208809413.670238,0.853969611091832,0.07048,21.0482254713094,0.581539592218523,2.7714285169329
"INMD","HOLD",2710,2276.5,2677,55.4184670896752,1582890047.65858,1.39097905720235,0.17708999,44.6197113005472,0.0240665820850074,3.73323543120136
"BKE","HOLD",2709,2512,2441,17.317822986365,1119087402.94248,1.67579218948711,0.099750005,11.4969758644256,1.90522606898453,1.30258043641293
"TGT","BUY",2708,2395,2555,20.4710642496745,88319935490.7502,0.520003442210954,0.08693,14.1932356103501,2.3045185790496,1.86089562638589
"AU","SELL",2707,2564,2378,9.69563279322291,9077700972.28441,-0.628645582578282,0.12367,9.71249041560244,2.03217936125818,1.12717599114638
"APAM","BUY",2706,2659,2279,13.9176469690659,2636679184.51555,0.46771884145238,0.21528,9.28351885396697,0.843068681090461,0.945696828818746
"LAWS","HOLD",2705,2574,2363,33.895061634205,479396311.197819,0.774561932121657,0.06898,9.65058880979858,0.209941455138326,1.0990099009901
"OMF","HOLD",2704,2545,2389,9.85951943670756,3981939451.611,1.31105810874738,0.03224,0,0,1.16122961793248
"ATKR","HOLD",2703,2310,2614,17.6573085877233,3371652575.93134,2.09735307898821,0.1232,16.4285370081502,3.51429882167825,2.40806046477617
"AB","HOLD",2702,2768,2155,13.079057288732,3681222639.05255,0.665634827094431,0.12198,0,0,0.793868232834879
"KNSL","SELL",2701,2303,2617,42.1757109097424,3493525813.82767,-0.353200581397092,0.04759,14.8430602471074,0.172279126989587,2.4649146501555
"IESC","HOLD",2700,2334.5,2585,24.5305164319249,453848672.75,1.19092876220799,0.06989,19.6644167508682,0.684884157195468,2.02574266051598
"SENEA","HOLD",2699,2619,2293,4.18868186874305,384024342,0.761540621137396,0.09651,5.87441961367308,1.31953005510366,0.966064894746721
"PDEX","HOLD",2698,2272.5,2624,16.5936550705094,52980016.2141743,-0.0260362128132968,0.111260004,19.9282060551288,2.6640307275192,2.59854014039618
"CMBM","HOLD",2697,2237,2653,-43.733181974813,341514746.745789,2.06140299517446,0.07914,22.52171465865,1.32321898987046,3.02164939057752
"MEDP","HOLD",2695.5,2211,2674,39.1171892484029,4277103013.72169,0.401692374352687,0.08241,27.8016933355701,0.697758822072475,3.6528213516398
"BGFV","HOLD",2694,2459.5,2425,5.5775195129158,283944047.984458,1.42425246504441,0.06432,4.21464425292009,2.43240810738916,1.24617667103289
"GFI","SELL",2693,2499,2372,11.5853658536585,8190855796.5,-0.598139588690329,0.13204001,12.1329248416714,2.49544676598066,1.10894693146142
"WMS","HOLD",2691,2194.5,2671,42.9829659677909,5830006331.72972,1.26387645757963,0.091029994,22.0667691887338,2.28877459744118,3.52041008486971
"AUDC","SELL",2690,2205,2658,33.3253010209784,706521367.622437,-0.392332129726304,0.079569995,25.7557829229225,0.913986158692203,3.18768069876145
"PRSC","HOLD",2689,2648,2210,59.3416017430429,1454991237.63062,0.496277662481105,0.097670004,9.54813308150516,0.0883241390410588,0.855076592986473
"TT","HOLD",2688,2369,2481,NA,38867724678.9941,0.649022045620647,0.05155,9.19062232121202,1.28537886277755,1.4328458802863
"ACU","HOLD",2687,2698,2151,16.3939389315518,102041166.561951,0.981852618965797,0.05929,0,0,0.789460197248006
"RIO","HOLD",2686,2481.5,2364,13.9046351326907,118462111766.572,0.702475237769499,0.1141,16.0677978012094,1.58190606359792,1.09914609454992
"SVM","SELL",2685,2424,2418,20.746887966805,840676035,-0.827160754757266,0.06927,19.5973164125775,0.0477336697216215,1.22224330613145
"SNBR","HOLD",2683,2185,2644,28.0346928810587,3360798965.7605,2.26721492061684,0.14389,22.5043782375514,3.25806645347235,2.9012801971531
"DOOO","HOLD",2682,2508,2305,38.8978486420006,3094127993.24409,0.918851206564946,0.08422,23.4453687336245,0,0.976256266435075
"ECOM","HOLD",2681,2317,2492,34.539682902987,555854157.526733,0.503022006434767,0.07399,22.6260270521301,0.396915302591023,1.48351642132785
"DKS","HOLD",2680,2384.5,2416,17.9915533329835,4850108859.82276,0.984868585414338,0.06118,6.9378466316569,2.59073825734523,1.21602648540684
"GPI","HOLD",2679,2323.5,2474,10.4693749118512,2508481227.13074,1.17192840297342,0.06146,6.46172496171535,3.26872925719395,1.41320035455318
"MITK","HOLD",2678,2446,2351,64.5205484677667,555835671.991794,0.343751810848888,0.077360004,18.4122987291709,0.252945293781616,1.06486480216896
"KFRC","HOLD",2677,2475.5,2320,20.6717556669512,1015015698.42034,1.08663464237286,0.11590999,15.7607616243059,1.71936223847047,1.01010075669812
"AAPL","HOLD",2676,2207,2582,31.5595336616088,1951450794046.05,0.0620990906791375,0.13361,29.7291005848247,1.6749491623187,1.99641270349396
"HELE","HOLD",2675,2286.5,2495,25.8743888899003,5646114712.11469,0.268231901203973,0.09014,21.0629203980948,1.7914291702269,1.49195405806618
"IRBT","HOLD",2674,2511,2267,22.834630884549,3266044972.6089,1.01543985667697,0.08989,17.0876728516956,0.326675682915515,0.933478670975925
"LPX","HOLD",2672.5,2647,2130,11.1434979289102,5249990646.69205,1.03604078533064,0.21232,10.5181052460962,0.812778200571405,0.758376509024118
"OBCI","SELL",2672.5,2261,2516,10.9292926210346,32490284.2636185,-1.08969663252769,0.16729,30.3704209437483,1.40443037572806,1.60289402090322
"KRMD","SELL",2670.5,2197.5,2578,NA,96089666.9993281,-1.85634756994654,0.06767,28.7556031045729,0.0604511927134866,1.98461558212191
"HQI","HOLD",2669,2244,2530,-131.896553368404,77607353.7674789,1.94761245448732,0.04107,18.8469972024412,0,1.67598598514779
"LAZY","HOLD",2668,2467,2306,23.3292527122918,112443837.869345,0.568312283560739,0.059310004,3.55533847656832,1.93932276080866,0.982089522212972
"SNE","HOLD",2667,2366,2404,21.0742064326256,121811596166.5,0.426182223115978,0.024549998,0.141353878960509,0,1.18887044320643
"SHYF","HOLD",2666,2481.5,2286,NA,1098321497.15778,1.07885458639766,0.08,13.387084989778,1.03711906873356,0.958228369763541
"ASML","HOLD",2665,2188.5,2575,72.1641043887637,209118983332.126,0.590803277793086,0.10163,59.8863895242252,0,1.95393898410055
"UFPT","HOLD",2664,2688,2066,28.367231121171,315209587.50248,0.273111912175786,0.054819997,0,0,0.678644083314023
"ZM","HOLD",2663,2070.5,2681,138.191107855903,58501379557.1406,0.287130791831164,0.1252,62.6257881324096,0.0664055434564751,4.01499988186744
"TPX","HOLD",2662,2172,2577,22.6219502890982,7046698285.87766,1.15732512343742,0.102110006,18.9793634161194,3.48814602264359,1.95688890014264
"TPVG","HOLD",2661,2696,2048,12.6147183504972,NA,0.465956805321984,0.0579,0,0,0.659032357799231
"FTNT","HOLD",2660,2150,2592,57.1168407951434,23079238242.95,0.557921480159702,0.07755,33.7076982356858,0.0706351830659622,2.15136245489359
"MNDO","HOLD",2659,2629,2111,11.1111111111111,49835400,0.695584440143794,0.10752,10.1395303016976,0.431113847597267,0.736879950570738
"VIACA","HOLD",2658,2451,2285,NA,46300836788.2163,2.78224178008239,0.05509,5.10985029831682,1.54809148059837,0.958172318585588
"VSTO","HOLD",2657,2464.5,2270,30.2251798225645,1537416764.02874,0.586856556900623,0.08201,10.32854217265,2.17966503088984,0.936887328519772
"TER","HOLD",2656,2175,2558,24.3457936794958,17308627419.6735,0.312350189907822,0.17513001,38.0248875131222,1.09573232951413,1.87135409032674
"MTH","SELL",2655,2516.5,2216,8.01363650235263,3256399275.56836,-0.279378568982919,0.095340006,8.34804284383936,2.45321042742298,0.863204365935774
"MKTX","HOLD",2654,2214,2517,65.3464930832006,18943054081.3293,0.114025484106393,0.20548001,48.1890515688907,0.240351854657119,1.60732628802008
"BTG","SELL",2652,2699,2024,7.45762728028378,4571674247.88837,-0.774801434554011,0.18082,6.65306110454256,0.168397116344405,0.636360197253905
"CPRX","HOLD",2651,2702,2017,5.25373131481569,304164916.111851,-0.399229799968262,0.18731001,7.97970634325088,0.00382687351552195,0.627615035213625
"TME","HOLD",2649,2551,2165,78.1481472062476,11379466613.2861,0.996482856878667,0.04448,6.87782205012285,0,0.808571406773158
"HOLX","HOLD",2648,2450,2263,13.4681868304101,18153134667.009,0.135114824727521,0.17069,16.9627876925826,2.36095152055647,0.929603724843522
"GNE","SELL",2646,2614,2086,15.1004015681255,153819907.609856,-0.349612795592039,0.10298,12.1080364868387,0.225827469377118,0.702831894706288
"MYRG","HOLD",2645,2449,2250,18.2385060979032,1036105943.19717,0.946531866231517,0.05223,9.0203257570021,0.429031726797341,0.912719057321708
"GMAB","SELL",2644,2755,1941,NA,20207164551.8709,-0.240684564751954,0.21823,3.33581823832844,0,0.562125273100454
"NIU","BUY",2643,2073,2621,-11.3380022959388,1212570036.5426,0.580490928523954,0.05722,36.1365728954783,0,2.55606954744679
"LIVE","HOLD",2642,2432,2259,5.35549194886772,30923746.1930294,2.0088651774988,0.09268,5.52793287566743,4.31522742783733,0.924342098039603
"CROX","HOLD",2641,2013,2676,16.5438601845189,4772388795.80511,1.2364147206112,0.168,34.4945335891046,2.49405425839814,3.72123084435096
"HMI","BUY",2640,2759,1929,NA,NA,0.22203148049092,0.111154505644048,0,0,0.555032973535852
"GRMN","HOLD",2639,2257.5,2429,23.6982585383107,17283578967.2061,0.36872989803248,0.09985,34.2415902918904,0.149634172597502,1.271107417727
"SENEB","HOLD",2637,2628,2053,4.15739705485682,381156105.53714,0.783554561996752,0.09651,5.31838558620123,1.31953005510366,0.669124519339343
"INFY","HOLD",2636,2312,2367,30.4745754953158,64680084799.7706,0.68548059005432,0.15007,35.0746091026052,0.324463727851018,1.10300809590819
"UI","HOLD",2635,1999,2678,64.6868101329548,2106581198.79663,1.07454543773701,0.5405,51.574195475621,1.62410817413275,3.73808383050277
"SGEN","HOLD",2634,2115,2561,44.1186921886591,19709534261.8762,-0.09818054704412,0.12020001,49.9668284935141,0.152517836451409,1.88708445108554
"WSTG","HOLD",2633,2507,2167,25.0693066285388,84459568.5020294,0.0155421673023367,0.02922,0,0,0.809743995887459
