Name;ISIN;Symbol;Market;"Trading Currency";Open;High;Low;Last;"Last Date/Time";"Time Zone";Volume;Turnover
CAPGEMINI;FR0000125338;CAP;"Euronext Paris";EUR;111,70;113,20;110,80;112,90;"09/10/20 17:35";CET;347554;39014493,90
CARBIOS;FR0011648716;ALCRB;"Euronext Growth Paris";EUR;30,95;33,75;30,45;33,60;"09/10/20 17:36";CET;114213;3686913,15
"CARE PROPERTY INV.";BE0974273055;CPINV;"Euronext Brussels";EUR;27,60;27,70;27,30;27,60;"09/10/20 17:39";CET;7690;211611,55
CARMAT;FR0010907956;ALCAR;"Euronext Growth Paris";EUR;20,30;20,80;20,00;20,45;"09/10/20 17:35";CET;11564;236319,40
CARMILA;FR0010828137;CARM;"Euronext Paris";EUR;7,66;7,75;7,42;7,46;"09/10/20 17:35";CET;55203;418316,29
"CARPINIENNE PART.";FR0000064156;CARP;"Euronext Paris";EUR;38,00;38,00;38,00;38,00;"08/07/20 12:29";CET;26;988,00
CARREFOUR;FR0000120172;CA;"Euronext Paris";EUR;13,61;13,905;13,595;13,875;"09/10/20 17:38";CET;2309601;31939340,835
"CASINO GUICHARD";FR0000125585;CO;"Euronext Paris";EUR;20,57;20,83;20,40;20,80;"09/10/20 17:35";CET;229441;4751342,17
CAST;FR0000072894;CAS;"Euronext Paris";EUR;3,35;3,35;3,30;3,35;"09/10/20 17:35";CET;3060;10098,63
"CATANA GROUP";FR0010193052;CATG;"Euronext Paris";EUR;2,26;2,29;2,17;2,175;"09/10/20 17:35";CET;86989;193919,31
"CATERING INTL SCES";FR0000064446;CTRG;"Euronext Paris";EUR;10,05;10,30;10,05;10,30;"09/10/20 17:19";CET;3644;36887,05
"CATERPILLAR INC";US1491231015;CATR;"Euronext Paris";EUR;135,00;140,00;134,00;134,00;"09/10/20 17:21";CET;139;19212,00
"CBO TERRITORIA";FR0010193979;CBOT;"Euronext Paris";EUR;3,46;3,50;3,46;3,47;"09/10/20 17:29";CET;11060;38421,85
"CBRE H2O";NL0012237614;-;"Euronext Expert Market";EUR;-;-;-;-;-;CET;-;-
CECURITY.COM;FR0010717579;MLCEC;"Euronext Access Paris";EUR;0,57;0,57;0,57;0,57;"09/10/20 11:30";CET;1663;947,91
CEGEDIM;FR0000053506;CGM;"Euronext Paris";EUR;25,80;26,50;25,80;26,50;"09/10/20 17:35";CET;7748;203226,90
CEGEREAL;FR0010309096;CGR;"Euronext Paris";EUR;27,40;28,00;27,40;27,40;"09/10/20 17:35";CET;424;11739,80
CELLECTIS;FR0010425595;ALCLS;"Euronext Growth Paris";EUR;16,66;16,76;16,30;16,62;"09/10/20 17:35";CET;25858;428065,08
"CELYAD ONCOLOGY";BE0974260896;CYAD;"Euronext Brussels, Paris";EUR;8,10;8,13;8,01;8,11;"09/10/20 17:35";CET;7227;58338,11
CENERGY;BE0974303357;CENER;"Euronext Brussels";EUR;1,20;1,34;1,16;1,34;"08/10/20 10:31";CET;730;878,40
CKV;BE0021556221;-;"Euronext Expert Market";EUR;51,47;51,47;51,47;51,47;"13/10/15 11:30";CET;253;13021,91
"CS BRUX";BE0010566900;-;"Euronext Expert Market";EUR;60,40;60,40;60,40;60,40;"01/09/15 11:30";CET;272;16428,80
"CERINNOV GROUP";FR0013178712;ALPCV;"Euronext Growth Paris";EUR;0,738;0,81;0,736;0,744;"09/10/20 17:35";CET;156053;119468,11
CESAR;FR0013297165;ALCES;"Euronext Growth Paris";EUR;0,133;0,133;0,133;0,133;"08/10/20 14:16";CET;428;56,92
CFE;BE0003883031;CFEB;"Euronext Brussels";EUR;64,50;64,50;62,50;62,80;"09/10/20 17:35";CET;13754;867747,00
CFI;FR0000037475;CFI;"Euronext Paris";EUR;1,10;1,10;1,10;1,10;"05/10/20 11:30";CET;70;77,00
"CFM INDOSUEZWEALTH";MC0010000826;MLCFM;"Euronext Access Paris";EUR;855,00;855,00;855,00;855,00;"09/10/20 16:30";CET;4;3420,00
CGG;FR0013181864;CGG;"Euronext Paris";EUR;0,6448;0,653;0,612;0,6174;"09/10/20 17:35";CET;8108118;5095528,244
"CGG BSA 2";FR0013309622;CGGBT;"Euronext Paris";EUR;0,0202;0,0202;0,0198;0,0198;"09/10/20 15:31";CET;194798;3903,8416
"CGG BSA 1";FR0013309614;CGGBS;"Euronext Paris";EUR;0,0622;0,07;0,0622;0,07;"09/10/20 17:35";CET;401;25,0106
"CH.FER DEPARTEMENT";FR0000037871;MLCFD;"Euronext Access Paris";EUR;610,00;610,00;610,00;610,00;"09/10/20 16:30";CET;13;7930,00
"ANS ROCOUR";BE0003243426;-;"Euronext Expert Market";EUR;89,30;89,30;89,30;89,30;"21/02/17 11:30";CET;31;2768,30
"GOSSON KESSALES";BE0011395465;-;"Euronext Expert Market";EUR;55,11;55,11;55,11;55,11;"09/06/15 11:30";CET;1;55,11
MAURAGE;BE0011844108;-;"Euronext Expert Market";EUR;350,00;350,00;350,00;350,00;"10/07/18 11:30";CET;63;22050,00
"BOIS DU LUC";BE0156880313;-;"Euronext Expert Market";EUR;20,75;20,75;20,75;20,75;"18/08/15 11:30";CET;410;8507,50
"BOIS DU LUC 10E";BE0156881329;-;"Euronext Expert Market";EUR;2,77;2,77;2,77;2,77;"25/08/15 11:30";CET;3;8,31
"CHARB BONNIER";BE0010381029;-;"Euronext Expert Market";EUR;94,50;94,50;94,50;94,50;"08/09/20 11:30";CET;19;1795,50
"CHARB. HASARD";BE0003256550;-;"Euronext Expert Market";EUR;13,00;13,00;13,00;13,00;"11/08/20 11:30";CET;405;5265,00
CHARGEURS;FR0000130692;CRI;"Euronext Paris";EUR;17,40;17,66;17,18;17,30;"09/10/20 17:36";CET;60373;1051113,06
CHAUSSERIA;FR0000060907;CHSR;"Euronext Paris";EUR;3,24;3,24;3,24;3,24;"29/06/20 11:30";CET;250;810,00
"SNCB/NMBS -Jce/Gen";BE0010621481;-;"Euronext Expert Market";EUR;0,31;0,31;0,31;0,31;"28/05/19 11:30";CET;1749;542,19
"CH.FER VAR GARD N.";FR0000051567;MLCVG;"Euronext Access Paris";EUR;2820,00;2820,00;2820,00;2820,00;"17/06/20 11:34";CET;3;8460,00
"CHEOPS TECHNOLOGY";FR0010447086;MLCHE;"Euronext Access Paris";EUR;37,80;37,80;37,80;37,80;"08/10/20 16:30";CET;10;378,00
CHEVRON;US1667641005;CHTEX;"Traded not listed Brussels";USD;92,63;93,00;92,63;93,00;"05/05/20 13:30";CET;400;34269,97
"CHRISTIAN DIOR";FR0000130403;CDI;"Euronext Paris";EUR;362,40;370,60;362,40;369,80;"09/10/20 17:35";CET;6742;2488109,00
CIBIX;BE0003706208;-;"Euronext Expert Market";EUR;-;-;-;-;-;CET;-;-
"CIBOX BS";FR00140003K4;CIBBS;"Euronext Growth Paris";EUR;0,008;0,0354;0,0016;0,018;"09/10/20 17:35";CET;486838;7793,8978
"CIBOX INTER A CTIV";FR0000054322;CIB;"Euronext Paris";EUR;0,245;0,245;0,221;0,234;"09/10/20 17:22";CET;757551;174202,287
"CIE BOIS SAUVAGE";BE0003592038;COMB;"Euronext Brussels";EUR;322,00;322,00;317,00;320,00;"09/10/20 17:17";CET;196;62778,00
"CIE DU MONT BLANC";FR0000060428;MLCMB;"Euronext Access Paris";EUR;125,00;130,00;125,00;130,00;"08/10/20 16:30";CET;8;1010,00
CIOA;FR0012384907;MLCIO;"Euronext Access Paris";EUR;0,795;0,795;0,795;0,795;"08/10/20 13:58";CET;1150;914,27
"CISCO SYSTEM INC";US17275R1023;CIS;"Traded not listed Brussels";USD;38,40;38,40;38,40;38,40;"02/10/20 09:04";CET;7;229,16
CLARANOVA;FR0013426004;CLA;"Euronext Paris";EUR;6,42;6,50;6,215;6,25;"09/10/20 17:38";CET;461338;2946105,235
CLASQUIN;FR0004152882;ALCLA;"Euronext Growth Paris";EUR;31,90;32,50;31,50;31,60;"09/10/20 17:29";CET;1579;50463,30
CM.COM;NL0012747059;CMCOM;"Euronext Amsterdam";EUR;15,50;16,20;15,50;16,00;"09/10/20 17:35";CET;50148;794555,40
"CNIM GROUP";FR0000053399;COM;"Euronext Paris";EUR;12,70;12,80;11,60;11,60;"09/10/20 17:35";CET;2293;27420,10
CNOVA;NL0010949392;CNV;"Euronext Paris";EUR;2,70;2,72;2,54;2,72;"09/10/20 17:35";CET;1259;3248,06
"CNP ASSURANCES";FR0000120222;CNP;"Euronext Paris";EUR;10,93;10,99;10,67;10,77;"09/10/20 17:35";CET;367076;3958465,72
CO.BR.HA;BE0003519270;COBH;"Euronext Growth Brussels";EUR;3040,00;3040,00;3040,00;3040,00;"09/10/20 11:30";CET;5;15200,00
"COCA-COLA EUROPEAN";GB00BDCPN049;CCEP;"Euronext Amsterdam";EUR;34,75;34,75;33,90;33,95;"09/10/20 17:35";CET;21081;719143,35
COFACE;FR0010667147;COFA;"Euronext Paris";EUR;6,59;6,59;6,31;6,34;"09/10/20 17:35";CET;156196;1003259,43
COFIDUR;FR0013257409;ALCOF;"Euronext Growth Paris";EUR;276,00;276,00;276,00;276,00;"09/10/20 11:31";CET;15;4140,00
COFINA,SGPS;PTCFN0AE0003;CFN;"Euronext Lisbon";EUR;0,21;0,213;0,209;0,213;"09/10/20 19:33";BST;36682;7721,694
COFINIMMO;BE0003593044;COFB;"Euronext Brussels";EUR;127,60;128,20;127,00;127,60;"09/10/20 17:35";CET;38863;4951239,20
COGELEC;FR0013335742;COGEC;"Euronext Paris";EUR;7,16;7,16;7,04;7,04;"09/10/20 15:39";CET;1615;11411,64
COGRA;FR0011071570;ALCOG;"Euronext Growth Paris";EUR;5,52;5,52;5,46;5,46;"09/10/20 13:26";CET;1207;6657,78
COHERIS;FR0004031763;COH;"Euronext Paris";EUR;1,79;1,89;1,79;1,89;"09/10/20 09:32";CET;60;110,40
COIL;BE0160342011;ALCOI;"Euronext Growth Paris";EUR;11,80;11,85;11,40;11,80;"09/10/20 17:35";CET;633;7337,80
COLAS;FR0000121634;RE;"Euronext Paris";EUR;106,50;106,50;105,50;106,00;"09/10/20 17:35";CET;1596;168966,00
COLIPAYS;FR0010959684;MLCLP;"Euronext Access Paris";EUR;2,82;2,82;2,82;2,82;"30/09/20 16:30";CET;5;14,10
COLRUYT;BE0974256852;COLR;"Euronext Brussels";EUR;52,58;53,20;52,58;53,12;"09/10/20 17:35";CET;189245;10043957,94
"COMMERCIALE BELGE";BE0013068706;-;"Euronext Expert Market";EUR;680,00;680,00;680,00;680,00;"09/07/19 11:30";CET;10;6800,00
CAIRE;FR0010781377;MLAAE;"Euronext Access Paris";EUR;16,20;16,20;16,20;16,20;"22/09/20 16:30";CET;1;16,20
"Cie HET ZOUTE";BE0027840017;-;"Euronext Expert Market";EUR;4560,00;4560,00;4560,00;4560,00;"25/08/20 11:30";CET;4;18240,00
GRECEMAR;FR0013406881;MLCMG;"Euronext Access Paris";EUR;6,00;6,00;6,00;6,00;"22/07/20 16:30";CET;4;24,00
"CONDOR TECHNOLOG";BE6252013725;MLMFI;"Euronext Access Paris";EUR;15,00;15,00;15,00;15,00;"07/06/19 11:30";CET;20;300,00
CONDURIL;PTCDU0AE0003;CDU;"Euronext Access Lisbon";EUR;27,20;27,20;27,20;27,20;"08/10/20 21:09";BST;11;299,20
"CONSORT NT";FR0000077828;MLCNT;"Euronext Access Paris";EUR;50,00;50,00;50,00;50,00;"14/09/20 16:30";CET;56;2800,00
"CONTINENT. LAND CY";NL0000121622;-;"Euronext Expert Market";EUR;20,40;20,40;20,40;20,40;"14/04/20 11:30";CET;251;5120,40
COPAM;PTCPA0AP0006;CPA;"Euronext Access Lisbon";EUR;7,80;7,80;7,80;7,80;"11/08/20 15:30";BST;30;234,00
CORBION;NL0010583399;CRBN;"Euronext Amsterdam";EUR;43,00;43,90;43,00;43,35;"09/10/20 15:51";CET;108980;4736438,04
"CORE LABORATORIES";NL0000200384;CLB;"Euronext Amsterdam";EUR;14,20;15,60;13,90;13,90;"09/10/20 17:25";CET;4884;71165,10
"COREP LIGHTING";FR0010035816;MLCOR;"Euronext Access Paris";EUR;9,00;9,00;9,00;9,00;"15/04/20 16:56";CET;10;90,00
"CORTICEIRA AMORIM";PTCOR0AE0006;COR;"Euronext Lisbon";EUR;10,70;10,70;10,30;10,40;"09/10/20 21:35";BST;22732;235977,86
COURBET;FR0004998318;MLCOU;"Euronext Access Paris";EUR;1,45;1,45;1,45;1,45;"21/08/20 11:30";CET;2;2,90
COURTOIS;FR0000065393;COUR;"Euronext Paris";EUR;111,00;111,00;111,00;111,00;"09/10/20 11:30";CET;1;111,00
COVIVIO;FR0000064578;COV;"Euronext Paris";EUR;61,40;61,70;60,20;60,90;"09/10/20 17:39";CET;68067;4141243,85
"COVIVIO HOTELS";FR0000060303;COVH;"Euronext Paris";EUR;12,50;13,00;12,50;12,75;"09/10/20 17:35";CET;1790;22938,85
"SOLVAY (CP 41)";BE0099887748;-;"Euronext Expert Market";EUR;48,00;48,00;48,00;48,00;"30/05/17 11:30";CET;2;96,00
"CPL RESOURCES PLC.";IE0007214426;DQ5;"Euronext Growth Dublin";EUR;7,60;7,60;7,45;7,60;"09/10/20 21:19";IST;193345;1355410,30
"CRCAM ALP.PROV.CCI";FR0000044323;CRAP;"Euronext Paris";EUR;80,00;80,00;79,20;79,20;"09/10/20 16:46";CET;13;1033,60
"CRCAM ATL.VEND.CCI";FR0000185506;CRAV;"Euronext Paris";EUR;96,50;96,50;91,50;92,00;"09/10/20 17:27";CET;295;27601,06
"CRCAM BRIE PIC2CCI";FR0010483768;CRBP2;"Euronext Paris";EUR;18,30;18,60;18,30;18,55;"09/10/20 17:01";CET;5560;102642,844
"CRCAM ILLE-VIL.CCI";FR0000045213;CIV;"Euronext Paris";EUR;72,48;72,48;70,51;72,43;"09/10/20 15:33";CET;225;16216,51
"CRCAM LANGUED CCI";FR0010461053;CRLA;"Euronext Paris";EUR;54,91;55,10;50,70;51,00;"09/10/20 17:35";CET;1801;94246,38
"CRCAM LOIRE HTE L.";FR0000045239;CRLO;"Euronext Paris";EUR;65,50;65,50;65,00;65,00;"09/10/20 10:05";CET;78;5070,56
"CRCAM MORBIHAN CCI";FR0000045551;CMO;"Euronext Paris";EUR;61,11;61,11;61,11;61,11;"09/10/20 10:01";CET;36;2199,96
"CRCAM NORD CCI";FR0000185514;CNF;"Euronext Paris";EUR;16,30;16,36;16,052;16,36;"09/10/20 17:35";CET;1683;27379,488
"CRCAM NORM.SEINE";FR0000044364;CCN;"Euronext Paris";EUR;93,99;94,94;93,10;93,11;"09/10/20 16:02";CET;245;22955,29
"CRCAM PARIS ET IDF";FR0000045528;CAF;"Euronext Paris";EUR;68,01;70,00;68,00;70,00;"09/10/20 14:09";CET;398;27691,43
"CRCAM SUD R.A.CCI";FR0000045346;CRSU;"Euronext Paris";EUR;147,66;147,66;145,00;145,00;"09/10/20 17:38";CET;127;18417,78
"CRCAM TOURAINE CCI";FR0000045304;CRTO;"Euronext Paris";EUR;87,00;88,99;87,00;88,99;"09/10/20 14:58";CET;209;18425,19
CREDIMO;BE0015460372;-;"Euronext Expert Market";EUR;67,00;67,00;67,00;67,00;"27/10/15 11:30";CET;3;201,00
"CREDIMO HOLDING";BE0162868054;-;"Euronext Expert Market";EUR;32,84;32,84;32,84;32,84;"24/11/15 11:30";CET;4239;139208,76
"CREDIT AGRICOLE";FR0000045072;ACA;"Euronext Paris";EUR;7,83;7,85;7,594;7,67;"09/10/20 17:38";CET;5917701;45346200,232
CRESCENT;BE0003836534;OPTI;"Euronext Brussels";EUR;0,038;0,0381;0,0365;0,0375;"09/10/20 17:35";CET;1436927;53814,0081
"CRH PLC 5PCCumPref";IE0001827264;DD8A;"Euronext Dublin";EUR;-;-;-;-;-;IST;-;-
"CRH PLC 7PCCumPref";IE0001827603;DD8B;"Euronext Dublin";EUR;-;-;-;-;-;IST;-;-
"CRH PLC ord";IE0001827041;CRG;"Euronext Dublin";EUR;33,78;33,98;33,37;33,51;"09/10/20 21:07";IST;1244305;41793873,82
CROSSJECT;FR0011716265;ALCJ;"Euronext Growth Paris";EUR;2,87;3,08;2,87;2,985;"09/10/20 17:35";CET;262369;782966,645
CROSSWOOD;FR0000050395;CROS;"Euronext Paris";EUR;4,40;4,40;4,40;4,40;"09/10/20 16:30";CET;307;1350,80
"CS GROUP.";FR0007317813;SX;"Euronext Paris";EUR;3,10;3,50;3,10;3,50;"09/10/20 17:35";CET;9263;30565,51
CTAC;NL0000345577;CTAC;"Euronext Amsterdam";EUR;2,06;2,09;2,02;2,05;"09/10/20 17:14";CET;9265;19130,88
"CTT CORREIOS PORT";PTCTT0AM0001;CTT;"Euronext Lisbon";EUR;2,61;2,61;2,54;2,565;"09/10/20 21:35";BST;368380;945448,44
CYBERGUN;FR0013505583;ALCYB;"Euronext Growth Paris";EUR;0,0962;0,1038;0,0934;0,0959;"09/10/20 17:35";CET;1589537;154101,8575
"CYBERGUN BSA 2";FR0013340817;CYBBT;"Euronext Growth Paris";EUR;0,003;0,003;0,0025;0,0025;"01/10/20 17:01";CET;242000;680,00
"CYBERGUN BSA K1";FR0013507977;CYBK1;"Euronext Growth Paris";EUR;0,0045;0,0045;0,0045;0,0045;"29/09/20 09:42";CET;5000;22,50
"CYBERGUN BSA K2A";FR0013507985;CYBKA;"Euronext Growth Paris";EUR;0,013;0,0186;0,0125;0,0186;"09/10/20 12:35";CET;46144;649,5527
"CYBERGUN BSA K2B";FR0013508009;CYBKB;"Euronext Growth Paris";EUR;0,0018;0,0018;0,0018;0,0018;"08/10/20 11:19";CET;25752;46,35
D'IETEREN;BE0974259880;DIE;"Euronext Brussels";EUR;52,10;53,20;52,10;52,90;"09/10/20 17:35";CET;11849;626850,50
D.L.S.I.;FR0010404368;ALDLS;"Euronext Growth Paris";EUR;9,52;9,52;9,52;9,52;"09/10/20 09:00";CET;1;9,52
"D2L GROUP";FR0012336675;MLGEL;"Euronext Access Paris";EUR;5,15;5,15;5,15;5,15;"12/08/20 16:30";CET;24;123,60
"DALATA HOTEL GP.";IE00BJMZDW83;DHG;"Euronext Dublin";EUR;2,52;2,535;2,505;2,515;"09/10/20 21:00";IST;255367;644040,645
DALET;FR0011026749;DLT;"Euronext Paris";EUR;9,65;9,65;9,65;9,65;"09/10/20 09:00";CET;1;9,65
DAMARIS;FR0000077885;MLDAM;"Euronext Access Paris";EUR;1,65;1,65;1,65;1,65;"07/08/20 16:30";CET;612;1009,80
DAMARTEX;FR0000185423;ALDAR;"Euronext Growth Paris";EUR;10,50;10,60;10,00;10,20;"09/10/20 17:35";CET;1546;15827,30
"DAMARTEX DS";FR0013536810;DARDS;"Euronext Growth Paris";EUR;0,09;0,118;0,01;0,01;"09/10/20 17:35";CET;112016;2693,10
DANONE;FR0000120644;BN;"Euronext Paris";EUR;55,00;55,64;54,98;55,54;"09/10/20 17:37";CET;1149669;63577517,12
"DASSAULT AVIATION";FR0000121725;AM;"Euronext Paris";EUR;766,00;768,00;753,00;759,00;"09/10/20 17:35";CET;5442;4131101,00
"DASSAULT SYSTEMES";FR0000130650;DSY;"Euronext Paris";EUR;158,55;161,05;157,65;160,80;"09/10/20 17:35";CET;242196;38768771,75
"DATALEX PLC";IE0000527006;DLE;"Euronext Dublin";EUR;0,40;0,40;0,377;0,399;"09/10/20 20:19";IST;9668;3805,472
DBT;FR0013066750;ALDBT;"Euronext Growth Paris";EUR;0,177;0,177;0,162;0,163;"09/10/20 17:35";CET;7996140;1335617,4825
"DBV TECHNOLOGIES";FR0010417345;DBV;"Euronext Paris";EUR;3,07;3,126;3,022;3,078;"09/10/20 17:35";CET;303538;929666,878
DECEUNINCK;BE0003789063;DECB;"Euronext Brussels";EUR;1,50;1,53;1,48;1,50;"09/10/20 17:35";CET;89254;134241,07
DEINOVE;FR0010879056;ALDEI;"Euronext Growth Paris";EUR;0,648;0,654;0,622;0,63;"09/10/20 17:22";CET;82327;52199,05
DELFINGEN;FR0000054132;ALDEL;"Euronext Growth Paris";EUR;20,20;20,20;19,90;19,90;"09/10/20 16:10";CET;741;14840,05
"DELTA DRONE";FR0011522168;ALDR;"Euronext Growth Paris";EUR;0,0292;0,0292;0,0278;0,0278;"09/10/20 17:35";CET;15794606;447246,2376
"DELTA DRONE BSA";FR0013239977;ALDBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-
"DELTA DRONE BSA Y";FR0013400991;ALDBY;"Euronext Growth Paris";EUR;0,0255;0,029;0,0255;0,029;"08/10/20 17:35";CET;13666;372,40
