CompanyName;tickers;country;industry;ISIN;
Uponor Oyj;UPONOR.HE;FI;IND;FI0009002158;
Vaisala Oyj A;VAIAS.HE;FI;IND;FI0009900682;
Verkkokauppa.com Oyj;VERK.HE;FI;SER;FI4000049812;
Viking Line Abp;VIK1V.HE;FI;SER;FI0009005250;
Aspocomp Group Oyj;ACG1V.HE;FI;IND;FI0009008080;
Apetit Oyj;APETIT.HE;FI;RET;FI0009003503;
Biohit Oyj B;BIOBV.HE;FI;HEALTH;FI0009005482;
Consti Oyj;CONSTI.HE;FI;IND;FI4000178256;
Componenta Oyj;CTH1V.HE;FI;IND;FI0009010110;
Digia Oyj;DIGIA.HE;FI;TECH;FI0009007983;
Digitalist Group Oyj;DIGIGR.HE;FI;TECH;FI0009008007;
Dovre Group Oyj;DOV1V.HE;FI;IND;FI0009008098;
EAB Group Oyj;EAB.HE;FI;BAN;FI4000157441;
Elecster Oyj A;ELEAV.HE;FI;IND;FI0009900658;
Endomines;ENDOM.HE;FI;MAT;SE0008294334;
Enedo Oyj;ENEDO.HE;FI;IND;FI4000415252;
Exel Composites Oyj;EXL1V.HE;FI;IND;FI0009007306;
Glaston Oyj Abp;GLA1V.HE;FI;IND;FI4000369657;
Harvia Oyj;HARVIA.HE;FI;RET;FI4000306873;
Honkarakenne Oyj B;HONBS.HE;FI;RET;FI0009900104;
Incap Oyj;ICP1V.HE;FI;IND;FI0009006407;
Innofactor Plc;IFA1V.HE;FI;TECH;FI0009007637;
Ilkka-Yhtymä Oyj 2;ILK2S.HE;FI;SER;FI0009800205;
Investors House Oyj;INVEST.HE;FI;BAN;FI0009900559;
Kesla Oyj A;KELAS.HE;FI;IND;FI0009900237;
Keskisuomalainen Oyj A;KSLAV.HE;FI;SER;FI0009007546;
Martela Oyj A;MARAS.HE;FI;RET;FI0009900385;
Neo Industrial Oyj;NEO1V.HE;FI;IND;FI0009800296;
Nixu Oyj;NIXU.HE;FI;TECH;FI0009008387;
Nurminen Logistics Oyj;NLG1V.HE;FI;IND;FI0009900187;
Optomed Oyj;OPTOMED.HE;FI;HEALTH;FI4000410881;
Ovaro Kiinteistösijoitus Oyj;OVARO.HE;FI;BAN;FI4000349113;
Panostaja Oyj;PNA1V.HE;FI;BAN;FI0009800379;
PunaMusta Media Oyj;PUMU.HE;FI;SER;FI0009900468;
QPR Software Oyj;QPR1V.HE;FI;TECH;FI0009008668;
Rapala VMC Oyj;RAP1V.HE;FI;RET;FI0009007355;
Raute Oyj A;RAUTE.HE;FI;IND;FI0009004741;
Robit Oyj;ROBIT.HE;FI;IND;FI4000150016;
Saga Furs Oyj C;SAGCV.HE;FI;RET;FI0009800551;
Sievi Capital Oyj;SIEVI.HE;FI;BAN;FI0009008924;
Siili Solutions Oyj;SIILI.HE;FI;TECH;FI4000043435;
Solteq Oyj;SOLTEQ.HE;FI;TECH;FI0009007991;
Soprano Oyj;SOPRA.HE;FI;TECH;FI0009012793;
Sotkamo Silver AB;SOSI1.HE;FI;MAT;SE0001057910;
SRV Yhtiöt Oyj;SRV1V.HE;FI;IND;FI0009015309;
SSH Communications Security;SSH1V.HE;FI;TECH;FI0009008270;
Suominen Oyj;SUY1V.HE;FI;RET;FI0009010862;
Tecnotree Oyj;TEM1V.HE;FI;TECH;FI0009010227;
Teleste Oyj;TLT1V.HE;FI;TECH;FI0009007728;
Trainers´ House Oyj;TRH1V.HE;FI;TECH;FI4000390885;
Tulikivi Oyj A;TULAV.HE;FI;IND;FI0009900583;
United Bankers Oyj;UNIAV.HE;FI;BAN;FI4000081427;
Plc Uutechnic Group Oyj;UUTEC.HE;FI;IND;FI0009900708;
Valoe Oyj;VALOE.HE;FI;IND;FI0009006951;
Wulff-Yhtiöt Oyj;WUF1V.HE;FI;IND;FI0009008452;
Yleiselektroniikka Oyj;YEINT.HE;FI;IND;FI0009900724;
ABENGOA CL.A;ABG.MC;ES;;;
ACCIONA;ANA.MC;ES;;;
ACERINOX SA;ACX.MC;ES;;;
ACS;ACS.MC;ES;;;
ADOLFO DOMINGUEZ;ADZ.MC;ES;;;
AEDAS HOMES;AEDAS.MC;ES;;;
AENA;AENA.MC;ES;;;
AIRTIFICIAL INTEL STRUCT;AI.MC;ES;;;
ALANTRA PARTNERS S.A.;ALNT.MC;ES;;;
ALMIRALL;ALM.MC;ES;;;
AMADEUS;AMS.MC;ES;;;
AMPER;AMP.MC;ES;;;
AMREST HOLDINGS;EAT.MC;ES;;;
APERAM;APAM.MC;ES;;;
APPLUS SERVICES;APPS.MC;ES;;;
ARCELORMITTAL;MTS.MC;ES;;;
ARIMA BR;ARM.MC;ES;;;
ATRESMEDIA;A3M.MC;ES;;;
AUDAX RENOVABLES;ADX.MC;ES;;;
AZKOYEN;AZK.MC;ES;;;
BANCO DE BILBAO VIZCAYA;BBVA.MC;ES;;;
BANCO DE SABADELL;SAB.MC;ES;;;
BANCO SANTANDER;SAN.MC;ES;;;
BANKIA;BKIA.MC;ES;;;
BANKINTER;BKT.MC;ES;;;
BARON DE LEY;BDL.MC;ES;;;
BERKELEY ENERGIA;BKY.MC;ES;;;
BIOSEARCH;BIO.MC;ES;;;
BODEGAS RIOJANAS;RIO.MC;ES;;;
BORGES;BAIN.MC;ES;;;
CAIXABANK;CABK.MC;ES;;;
CELLNEX TELECOM;CLNX.MC;ES;;;
CEVASA A;CEV.MC;ES;;;
CIE AUTOMOTIVE;CIE.MC;ES;;;
CLEOP;CLEO.MC;ES;;;
COCA-COLA EUROPEAN PARTNERS;CCEP.MC;ES;;;
CODERE;CDR.MC;ES;;;
CONSTRUCCION Y AUXILIAR DE FER;CAF.MC;ES;;;
CORP.EMPRES.MATERIALES CONSTR.;CMC.MC;ES;;;
CORPORACION FINANCIERA ALBA;ALB.MC;ES;;;
CUOTAS PARTICIPATIVAS CAM;CAM.MC;ES;;;
DEOLEO SA;OLE.MC;ES;;;
DESARROLLOS ESPECIALES DE SIST;DESA.MC;ES;;;
DIA;DIA.MC;ES;;;
DURO FELGUERA;MDF.MC;ES;;;
EBRO FOODS;EBRO.MC;ES;;;
EDREAMS ODIGEO;EDR.MC;ES;;;
ELECNOR;ENO.MC;ES;;;
ENAGAS;ENG.MC;ES;;;
ENCE ENERGIA Y CELULOSA;ENC.MC;ES;;;
ENDESA;ELE.MC;ES;;;
ERCROS;ECR.MC;ES;;;
EUSKALTEL;EKT.MC;ES;;;
FAES FARMA;FAE.MC;ES;;;
FERROVIAL;FER.MC;ES;;;
FLUIDRA;FDR.MC;ES;;;
FOMENTO DE CONSTRUCCIONES;FCC.MC;ES;;;
GENERAL DE ALQUILER DE MAQUINA;GALQ.MC;ES;;;
GESTAMP AUTOM BR;GEST.MC;ES;;;
GLOBAL DOMINION ACCESS;DOM.MC;ES;;;
GRENERGY RENOVABLES;GRE.MC;ES;;;
GRIFOLS CL.A;GRF.MC;ES;;;
GRIFOLS CL.B;GRF.P.MC;ES;;;
GRUPO CATALANA OCCIDENTE;GCO.MC;ES;;;
GRUPO CLINICA BAVIERA;CBAV.MC;ES;;;
GRUPO EMPRESARIAL SAN JOSE;GSJ.MC;ES;;;
GRUPO EZENTIS SA;EZE.MC;ES;;;
IAG GROUP;IAG.MC;ES;;;
IBERDROLA;IBE.MC;ES;;;
IBERPAPEL GESTION;IBG.MC;ES;;;
INDITEX;ITX.MC;ES;;;
INDRA SISTEMAS;IDR.MC;ES;;;
INMOBILIARIA COLONIAL;COL.MC;ES;;;
INMOBILIARIA DEL SUR;ISUR.MC;ES;;;
LABORATORIOS FARMACEUTICOS ROV;ROVI.MC;ES;;;
LABORATORIOS REIG JOFRE;RJF.MC;ES;;;
LAR ESPANA REAL ESTATE SOCIMI;LRE.MC;ES;;;
LIBERBANK;LBK.MC;ES;;;
LINGOTES ESPECIALES;LGT.MC;ES;;;
LOGISTA HOLDINGS;LOG.MC;ES;;;
MAPFRE;MAP.MC;ES;;;
MEDIASET ESPANA;TL5.MC;ES;;;
MELIA HOTELS;MEL.MC;ES;;;
MERLIN PROPERTIES;MRL.MC;ES;;;
METROVACESA;MVC.MC;ES;;;
MIQUEL Y COSTAS MIQUEL;MCM.MC;ES;;;
MONTEBALITO;MTB.MC;ES;;;
NATURGY ENERGY;NTGY.MC;ES;;;
NATURHOUSE HEALTH;NTH.MC;ES;;;
NEINOR HOMES;HOME.MC;ES;;;
NH HOTELES;NHH.MC;ES;;;
NICOLAS CORREA;NEA.MC;ES;;;
NUEVA EXPRESION TEXTIL SA;NXT.MC;ES;;;
NYESA VALORES CORPORACION;NYE.MC;ES;;;
OBRASCON HUARTE LAIN SA;OHL.MC;ES;;;
ORYZON GENOMICS;ORY.MC;ES;;;
PESCANOVA;PVA.MC;ES;;;
PHARMA MAR;PHM.MC;ES;;;
PRIM;PRM.MC;ES;;;
PROMOTORA DE INFORMAC. CL.A;PRS.MC;ES;;;
PROSEGUR CASH S.A.;CASH.MC;ES;;;
PROSEGUR COMPANIA DE SEGURIDAD;PSG.MC;ES;;;
QUABIT INMOBILIARIA;QBT.MC;ES;;;
REALIA BUSINESS;RLIA.MC;ES;;;
RED ELECTRICA;REE.MC;ES;;;
RENO DE MEDICI;RM.MI;IT;MAT;;
RENTA 4 BANCO;R4.MC;ES;;;
RENTA CORPORACION REAL ESTATE;REN.MC;ES;;;
REPSOL;REP.MC;ES;;;
SACYR VALLEHERMOSO;SCYR.MC;ES;;;
SERVICE POINT SOLUTIONS;SPS.MC;ES;;;
SIEMENS GAMESA;SGRE.MC;ES;;;
SOLARIA ENERGIA Y MEDIO AMBIEN;SLR.MC;ES;;;
SOLARPACK CORP BR;SPK.MC;ES;;;
SOLTEC POWER HOLDINGS;SOL.MC;ES;;;
TALGO;TLGO.MC;ES;;;
TECNICAS REUNIDAS;TRE.MC;ES;;;
TELEFONICA;TEF.MC;ES;;;
TUBACEX;TUB.MC;ES;;;
TUBOS REUNIDOS;TRG.MC;ES;;;
UNICAJA BANCO;UNI.MC;ES;;;
URBAS GRUPO FINANCIERO;UBS.MC;ES;;;
VERTICE TRESCIENTOS SESENTA;VER.MC;ES;;;
VIDRALA;VID.MC;ES;;;
VISCOFAN;VIS.MC;ES;;;
VOCENTO;VOC.MC;ES;;;
ZARDOYA OTIS;ZOT.MC;ES;;;
1+1 DRILLISCH AG O.N.;DRI.DE;DE;Telecommunication-Wireless Communication;DE0005545503;
11 88 0 SOLUTIONS AG;TGT.DE;DE;Telecommunication-Telecommunication Services;DE0005118806;
3U HOLDING AG;UUU.DE;DE;Industrial-Industrial Products & Services;DE0005167902;
4BASEBIO AG  NA O.N.;4BSB.DE;DE;Pharma & Healthcare-Biotechnology;DE000A2YN801;
4SC AG;VSC.DE;DE;Pharma & Healthcare-Biotechnology;DE000A14KL72;
A.S.CREATION TAPETEN NA;ACWN.DE;DE;Consumer-Home Construction & Furnishings;DE000A1TNNN5;
AAREAL BANK AG;ARL.DE;DE;Banks-Mortgage Banks;DE0005408116;
ACCENTRO REAL ESTATE AG  O.N.;A4Y.DE;DE;Financial Services-Real Estate;DE000A0KFKB3;
ADIDAS AG NA O.N.;ADS.DE;DE;Consumer-Clothing & Footwear;DE000A1EWWW0;
ADLER MODEMAERKTE AG O.N.;ADD.DE;DE;Consumer-Clothing & Footwear;DE000A1H8MU2;
ADLER REAL ESTATE AG;ADL.DE;DE;Financial Services-Real Estate;DE0005008007;
ADVA OPTICAL NETWORKING SE  O.N.;ADV.DE;DE;Technology-Communications Technology;DE0005103006;
AHLERS AG NA O.N.;AAH.DE;DE;Consumer-Clothing & Footwear;DE0005009740;
AIXTRON SE NA O.N.;AIXA.DE;DE;Technology-Semiconductors;DE000A0WMPJ6;
AKASOL AG  INH. O.N.;ASL.DE;DE;Automobile-Auto Parts & Equipment;DE000A2JNWZ9;
ALL FOR ONE GROUP NA O.N.;A1OS.DE;DE;Software-IT-Services;DE0005110001;
ALLIANZ SE NA O.N.;ALV.DE;DE;Insurance-Insurance;DE0008404005;
ALSTRIA OFFICE REIT-AG;AOX.DE;DE;Financial Services-Real Estate;DE000A0LD2U1;
ALZCHEM GROUP AG INH O.N.;ACT.DE;DE;Chemicals-Chemicals;;DE000A2YNT30
AMADEUS FIRE AG;AAD.DE;DE;Industrial-Industrial Products & Services;DE0005093108;
ARTNET AG NA O.N.;ART.DE;DE;Retail -Retail;;DE000A1K0375
ATOSS SOFTWARE AG;AOF.DE;DE;Software-Software;DE0005104400;
AUMANN AG  INH O.N.;AAG.DE;DE;Industrial-Industrial Machinery;DE000A2DAM03;
AURUBIS AG;NDA.DE;DE;Basic Resources-Steel & Other Metals;DE0006766504;
AVES ONE AG O.N.;AVES.DE;DE;Transportation & Logistics-Transportation Services;DE000A168114;
B.R.A.I.N. NA;BNN.DE;DE;Chemicals-Chemicals;;DE0005203947
BASF SE NA O.N.;BAS.DE;DE;Chemicals-Chemicals;;DE000BASF111
BASLER AG O.N.;BSL.DE;DE;Industrial-Advanced Industrial Equipment;DE0005102008;
BASTEI LUEBBE AG  O.N.;BST.DE;DE;Media-Publishing & Printing;DE000A1X3YY0;
BAUER AG;B5A.DE;DE;Construction-Construction & Engineering;DE0005168108;
BAY.MOTOREN WERKE  VZO;BMW3.DE;DE;Automobile-Automobile Manufacturers;DE0005190037;
BAY.MOTOREN WERKE AG ST;BMW.DE;DE;Automobile-Automobile Manufacturers;DE0005190003;
BAYER AG NA O.N.;BAYN.DE;DE;Chemicals-Chemicals;;DE000BAY0017
BAYWA AG   NA O.N.;BYW.DE;DE;Industrial -Industrial Products & Services ;DE0005194005;
BAYWA AG VINK.NA. O.N.;BYW6.DE;DE;Industrial -Industrial Products & Services ;DE0005194062;
BECHTLE AG O.N.;BC8.DE;DE;Software-IT-Services;DE0005158703;
BEIERSDORF AG O.N.;BEI.DE;DE;Consumer-Personal Products;DE0005200000;
BERTRANDT AG O.N.;BDT.DE;DE;Automobile-Auto Parts & Equipment;DE0005232805;
BET-AT-HOME.COM AG O.N.;ACX.DE;DE;Retail-Retail; Internet;DE000A0DNAY5
BILFINGER SE O.N.;GBF.DE;DE;Industrial -Industrial Products & Services ;DE0005909006;
BIOFRONTERA AG NA O.N.;B8F.DE;DE;Pharma & Healthcare-Biotechnology;DE0006046113;
BIOTEST AG ST O.N.;BIO.DE;DE;Pharma & Healthcare-Pharmatceuticals;DE0005227201;
BIOTEST AG VZ O.N.;BIO3.DE;DE;Pharma & Healthcare-Pharmatceuticals;DE0005227235;
BORUSSIA DORTMUND;BVB.DE;DE;Media-Movies & Entertainment;DE0005493092;
BRENNTAG AG NA O.N.;BNR.DE;DE;Industrial-Industrial Products & Services;DE000A1DAHH0;
BROCKHAUS CAPITAL MGMT ON;BKHT.DE;DE;Technology-Information Technology;DE000A2GSU42;
CANCOM SE O.N.;COK.DE;DE;Software-IT-Services;DE0005419105;
CAPSENSIXX AG  INH O.N.;CPX.DE;DE;Financial Services-Diversified Financial;DE000A2G9M17;
CARL ZEISS MEDITEC AG;AFX.DE;DE;Pharma & Healthcare-Medical Technology;DE0005313704;
CECONOMY AG  ST O.N.;CEC.DE;DE;Retail-Retail; Specialty;DE0007257503
CECONOMY AG  VZO O.N.;CEC1.DE;DE;Retail-Retail; Specialty;DE0007257537
CENIT AG O.N.;CSH.DE;DE;Software-IT-Services;DE0005407100;
CENTROTEC SE  INH O.N.;CEV.DE;DE;Industrial-Industrial Products & Services;DE0005407506;
CEWE STIFTUNG KGAA  O.N.;CWC.DE;DE;Consumer-Leisure ;DE0005403901;
COM.CHARG.SOL.AG INH.O.N.;C0M.DE;DE;Industrails -Advanced Industrial Equipment ;DE000A2QDNX9;
COMMERZBANK AG;CBK.DE;DE;Banks-Credit Banks;DE000CBK1001;
COMPUGROUP MED. NA O.N.;COP.DE;DE;Software-Software;DE000A288904;
CONTINENTAL AG O.N.;CON.DE;DE;Automobile-Auto Parts & Equipment;DE0005439004;
COVESTRO AG  O.N.;1COV.DE;DE;Chemicals-Chemicals; Specialty;DE0006062144
CREDITSHELF AG  IA O.N.;CSQ.DE;DE;Financial Services-Diversified Financial;DE000A2LQUA5;
CROPENERGIES AG;CE2.DE;DE;Industrial-Renewable Energies;DE000A0LAUP1;
CTS EVENTIM KGAA;EVD.DE;DE;Media-Movies & Entertainment ;DE0005470306;
DAIMLER AG NA O.N.;DAI.DE;DE;Automobile-Automobile Manufacturers;DE0007100000;
DATA MODUL AG O.N.;DAM.DE;DE;Technology-Electronic Components & Hardware;DE0005498901;
DEAG DEUTSCHE ENTERTAINMENT AG O.N.;LOUD.DE;DE;Media-Movies & Entertainment;DE000A0Z23G6;
DELIVERY HERO SE NA O.N.;DHER.DE;DE;Retail-Retail; Internet;DE000A2E4K43
DELTICOM AG  NA O.N.;DEX.DE;DE;Retail-Retail; Internet;DE0005146807
DEMIRE DEUTSCHE MITTELSTAND REAL ESTATE AG;DMRE.DE;DE;Financial Services-Real Estate;DE000A0XFSF0;
DERMAPHARM HOLDING INH O.N.;DMP.DE;DE;Pharma & Healthcare-Pharmaceuticals;DE000A2GS5D8;
DEUTSCHE BANK AG NA O.N.;DBK.DE;DE;Banks-Credit Banks;DE0005140008;
DEUTSCHE BOERSE NA O.N.;DB1.DE;DE;Financial Services-Securities Brokers;DE0005810055;
DEUTSCHE EUROSHOP NA O.N.;DEQ.DE;DE;Financial Services-Real Estate;DE0007480204;
DEUTSCHE INDUSTRIE REIT-AG INH O.N.;JB7.DE;DE;Financial Services-Real Estate;DE000A2G9LL1;
DEUTSCHE KONSUM REIT-AG;DKG.DE;DE;Financial Services-Real Estate;DE000A14KRD3;
DEUTSCHE PFANDBRIEFBANK AG;PBB.DE;DE;Banks-Credit Banks;DE0008019001;
DEUTSCHE POST AG NA O.N.;DPW.DE;DE;Transportation & Logistics-Logistics;DE0005552004;
DEUTSCHE TELEKOM AG NA;DTE.DE;DE;Telecommunication-Fixed-Line Telecommunication;DE0005557508;
DEUTSCHE WOHNEN SE INH;DWNI.DE;DE;Financial Services-Real Estate;DE000A0HN5C6;
DEUTZ AG O.N.;DEZ.DE;DE;Industrial-Industrial Machinery;DE0006305006;
DFV DEUTSCHE FAMILIENVERSICHERUNG  O.N.;DFV.DE;DE;Insurance-Insurance;DE000A2NBVD5;
DIALOG SEMICONDUCTOR PLC   LS-;DLG.DE;DE;Technology-Semiconductors;GB0059822006;
DIEBOLD NIXDORF DL 1;DBD.DE;DE;Technology-Electronic Components & Hardware;US2536511031;
DR. HOENLE AG O.N.;HNL.DE;DE;Industrial-Advanced Industrial Equipment;DE0005157101;
DRAEGERWERK ST.A.O.N.;DRW8.DE;DE;Pharma & Healthcare-Medical Technology;DE0005550602;
DRAEGERWERK VZO O.N.;DRW3.DE;DE;Pharma & Healthcare-Medical Technology;DE0005550636;
DT.BETEILIG.AG   NA O.N.;DBAN.DE;DE;Financial Services-Private Equity & Venture Capital;DE000A1TNUT7;
DUERR AG O.N.;DUE.DE;DE;Industrial-Industrial Machinery;DE0005565204;
DWS GROUP GMBH+CO.KGAA ON;DWS.DE;DE;Financial Services-Diversified Financial;DE000DWS1007;
E.ON SE NA O.N.;EOAN.DE;DE;Utilities-Multi-Utilities;DE000ENAG999;
ECKERT+ZIEGLER AG O.N.;EUZ.DE;DE;Pharma & Healthcare-Medical Technology;DE0005659700;
ECOTEL COMMUNICATION AG;E4C.DE;DE;Telecommunication-Fixed-Line Telecommunication;DE0005854343;
EINHELL GERMANY VZO O.N.;EIN3.DE;DE;Consumer-Home Construction & Furnishings;DE0005654933;
ELMOS SEMICONDUCTOR INH O.N.;ELG.DE;DE;Technology-Semiconductors;DE0005677108;
ELRINGKLINGER AG NA O.N.;ZIL2.DE;DE;Automobile-Auto Parts & Equipment;DE0007856023;
ELUMEO SE;ELB.DE;DE;Retail-Retail; Internet;DE000A11Q059
ENCAVIS AG  INH. O.N.;CAP.DE;DE;Financial Services-Diversified Financial;DE0006095003;
EPIGENOMICS AG NA O.N.;ECX.DE;DE;Pharma & Healthcare-Biotechnology;DE000A11QW50;
EVONIK INDUSTRIES NA O.N.;EVK.DE;DE;Chemicals-Chemicals; Specialty;DE000EVNK013
EVOTEC SE  INH O.N.;EVT.DE;DE;Pharma & Healthcare-Biotechnology;DE0005664809;
FIELMANN AG O.N.;FIE.DE;DE;Retail-Retail; Specialty;DE0005772206
FIRST SENSOR AG O.N.;SIS.DE;DE;Technology-Semiconductors;DE0007201907;
FLATEXDEGIRO AG  NA O.N.;FTK.DE;DE;Financial Services-Securities Brokers;DE000FTG1111;
FORTEC ELEKTRO. O.N.;FEV.DE;DE;Technology-Electronic Components & Hardware;DE0005774103;
FRANCOTYP-POSTALIA HLDG;FPH.DE;DE;Industrial-Industrial Machinery;DE000FPH9000;
FRAPORT AG FFM.AIRPORT;FRA.DE;DE;Transportation & Logistics-Transportation Services;DE0005773303;
FREENET AG NA O.N.;FNTN.DE;DE;Telecommunication-Wireless Communication;DE000A0Z2ZZ5;
FRESENIUS MEDICAL CARE KGAA O.N.;FME.DE;DE;Pharma & Healthcare-Health Care;DE0005785802;
FRESENIUS SE+CO.KGAA O.N.;FRE.DE;DE;Pharma & Healthcare-Health Care;DE0005785604;
FUCHS PETROL.SE VZO O.N.;FPE3.DE;DE;Chemicals-Chemicals; Specialty;DE0005790430
FUCHS PETROLUB SE O.N.;FPE.DE;DE;Chemicals-Chemicals; Specialty;DE0005790406
GATEWAY R.EST.AG O.N.;GTY.DE;DE;Financial Services-Real Estate;DE000A0JJTG7;
GEA GROUP AG;G1A.DE;DE;Industrial-Industrial; Diversified;DE0006602006
GERATHERM O.N.;GME.DE;DE;Pharma & Healthcare-Medical Technology;DE0005495626;
GERRESHEIMER AG;GXI.DE;DE;Pharma & Healthcare-Health Care;DE000A0LD6E6;
GESCO AG NA O.N.;GSC1.DE;DE;Industrial-Industrial; Diversified;DE000A1K0201
GFT TECHNOLOGIES SE;GFT.DE;DE;Software-IT-Services;DE0005800601;
GIGASET AG O.N.;GGS.DE;DE;Technology -Communications Technology ;DE0005156004;
GK SOFTWARE  INH O.N.;GKS.DE;DE;Software-Software;DE0007571424;
GRAMMER AG O.N.;GMM.DE;DE;Automobile-Auto Parts & Equipment;DE0005895403;
GRENKE AG NA O.N.;GLJ.DE;DE;Financial Services-Diversified Financial ;DE000A161N30;
H+R KGAA  INH. O.N.;2HRA.DE;DE;Chemicals-Chemicals; Specialty;DE000A2E4T77
HAMBORNER REIT AG O.N.;HAB.DE;DE;Financial Services-Real Estate;DE0006013006;
HAMBURGER HAFEN UND LOGISTIK A-SP NA;HHFA.DE;DE;Transportation & Logistics-Transportation Services;DE000A0S8488;
HANNOVER RUECK SE NA O.N.;HNR1.DE;DE;Insurance-Re-Insurance;DE0008402215;
HAPAG-LLOYD AG NA O.N.;HLAG.DE;DE;Transportation & Logistics-Logistics;DE000HLAG475;
HAWESKO HOLDING  INH O.N.;HAW.DE;DE;Retail-Retail; Food & Drug;DE0006042708
HEIDELBERG PHARMA AG O.N.;WL6.DE;DE;Pharma & Healthcare-Biotechnology;DE000A11QVV0;
HEIDELBERGCEMENT AG O.N.;HEI.DE;DE;Construction-Building Materials;DE0006047004;
HEIDELBERGER DRUCKMASCHINEN .O.N.;HDD.DE;DE;Industrial-Industrial Machinery;DE0007314007;
HELLA GMBH+CO. KGAA O.N.;HLE.DE;DE;Automobile-Auto Parts & Equipment;DE000A13SX22;
HELLOFRESH SE  INH O.N.;HFG.DE;DE;Retail-Retail; Internet;DE000A161408
HENKEL AG+CO.KGAA ST O.N.;HEN.DE;DE;Consumer-Personal Products;DE0006048408;
HENKEL AG+CO.KGAA VZO;HEN3.DE;DE;Consumer-Personal Products;DE0006048432;
HENSOLDT AG NA O.N.;5UH.DE;DE;Technology-Semiconductors;DE000HAG0005;
HOCHTIEF AG;HOT.DE;DE;Construction-Construction & Engineering;DE0006070006;
HOLIDAYCHECK GROUP AG;HOC.DE;DE;Software-Internet;DE0005495329;
HOME24 SE  INH O.N.;H24.DE;DE;Retail-Retail; Internet;DE000A14KEB5
HORNBACH BAUMARKT AG O.N.;HBM.DE;DE;Retail-Retail; Specialty;DE0006084403
HORNBACH HOLDING ST O.N.;HBH.DE;DE;Retail-Retail; Specialty;DE0006083405
HUGO BOSS AG NA O.N.;BOSS.DE;DE;Consumer-Clothing & Footwear;DE000A1PHFF7;
HYPOPORT SE  NA O.N.;HYQ.DE;DE;Financial Services-Diversified Financial;DE0005493365;
INDUS HOLDING AG;INH.DE;DE;Industrial -Industrial; Diversified;DE0006200108
INFINEON TECH.AG NA O.N.;IFX.DE;DE;Technology-Semiconductors;DE0006231004;
INIT INNOVATION O.N.;IXX.DE;DE;Technology-Electronic Components & Hardware;DE0005759807;
INSTONE REAL ESTATE GROUP O.N.;INS.DE;DE;Financial Services-Real Estate;DE000A2NBX80;
INTERSHOP COMMUNICATIONS INH O.N.;ISH2.DE;DE;Software-Internet;DE000A254211;
INTICA SYSTEMS AG;IS7.DE;DE;Technology-Electronic Components & Hardware;DE0005874846;
INVISION AG;IVX.DE;DE;Software-Software;DE0005859698;
ISRA VISION O.N.;ISR.DE;DE;Software-Software;DE0005488100;
IVU TRAFFIC TECHN.AG O.N.;IVU.DE;DE;Software-IT-Services;DE0007448508;
JENOPTIK AG  NA O.N.;JEN.DE;DE;Industrial-Advanced Industrial Equipment;DE000A2NB601;
JOST WERKE AG INH.   O.N.;JST.DE;DE;Automobile-Auto Parts & Equipment;DE000JST4000;
JUNGHEINRICH AG O.N.VZO;JUN3.DE;DE;Industrial-Industrial Machinery;DE0006219934;
K+S AG NA O.N.;SDF.DE;DE;Chemicals-Chemicals; Commodity;DE000KSAG888
KAP AG  INH O.N.;IUR.DE;DE;Financial Services-Diversified Financial;DE0006208408;
KION GROUP AG;KGX.DE;DE;Industrial-Heavy Machinery;DE000KGX8881;
KLOECKNER + CO SE NA O.N.;KCO.DE;DE;Industrial-Industrial Products & Services;DE000KC01000;
KNAUS TABBERT AG NA O.N.;KTA.DE;DE;Automobile-Automobile Manufacturers;DE000A2YN504;
KNORR-BREMSE AG  INH O.N.;KBX.DE;DE;Industrial-Industrial; Machinery;DE000KBX1006
KOENIG + BAUER AG ST O.N.;SKB.DE;DE;Industrial-Industrial Machinery;DE0007193500;
KPS AG NA O.N.;KSC.DE;DE;Software-IT-Services ;DE000A1A6V48;
KRONES AG O.N.;KRN.DE;DE;Industrial-Industrial Machinery;DE0006335003;
KUKA AG;KU2.DE;DE;Industrial-Industrial Machinery;DE0006204407;
KWS SAAT KGAA  INH O.N.;KWS.DE;DE;Industrial-Industrial Products & Services;DE0007074007;
LANXESS AG;LXS.DE;DE;Chemicals-Chemicals; Specialty;DE0005470405
LEG IMMOBILIEN AG NA O.N.;LEG.DE;DE;Financial Services-Real Estate;DE000LEG1110;
LEIFHEIT AG O.N.;LEI.DE;DE;Consumer-Household Appliances & Housewares;DE0006464506;
LEONI AG NA O.N.;LEO.DE;DE;Automobile-Auto Parts & Equipment;DE0005408884;
LPKF LASER+ELECTRONICS;LPK.DE;DE;Industrial-Advanced Industrial Equipment;DE0006450000;
LUDW.BECK A.RATHAUSECK;ECK.DE;DE;Retail-Retail; Multiline;DE0005199905
LUFTHANSA AG VNA O.N.;LHA.DE;DE;Transportation & Logistics-Airlines;DE0008232125;
MANZ AG;M5Z.DE;DE;Industrial-Advanced Industrial Equipment;DE000A0JQ5U3;
MASTERFLEX O.N.;MZX.DE;DE;Industrial-Industrial Products & Services;DE0005492938;
MAX AUTOMATION SE NA O.N.;MXHN.DE;DE;Industrial-Industrial; Diversified;DE000A2DA588
MBB SE O.N.;MBB.DE;DE;Industrial-Industrial; Diversified;DE000A0ETBQ4
MEDICLIN AG;MED.DE;DE;Pharma & Healthcare-Health Care;DE0006595101;
