Name;ISIN;Symbol;Market;"Trading Currency";Open;High;Low;Last;"Last Date/Time";"Time Zone";Volume;Turnover
Aega;NO0010626559;AEGA;"Euronext Expand Oslo";NOK;4.70;5.15;4.60;4.90;"29/12/20 16:25";CET;8040067;39234448.32
AEGON;NL0000303709;AGN;"Euronext Amsterdam";EUR;3.256;3.286;3.233;3.24;"29/12/20 17:35";CET;11120162;36160421.70
"AERKOMM INC";US00774B2088;AKOM;"Euronext Paris";EUR;6.25;6.25;6.20;6.20;"29/12/20 16:29";CET;76;471.25
"AF Gruppen";NO0003078107;AFG;"Oslo Børs";NOK;173.00;175.00;173.00;175.00;"29/12/20 16:25";CET;18745;3268349.20
AG3I;FR0011908045;MLAGI;"Euronext Access Paris";EUR;3.46;3.46;3.46;3.46;"08/11/19 16:30";CET;2;6.92
AGEAS;BE0974264930;AGS;"Euronext Brussels";EUR;44.50;44.62;44.01;44.05;"29/12/20 17:35";CET;223518;9870363.47
"AGENCE MARIT MINNE";BE0024915838;-;"Euronext Expert Market";EUR;-;-;-;-;-;CET;-;-
AGFA-GEVAERT;BE0003755692;AGFB;"Euronext Brussels";EUR;3.98;4.01;3.935;3.94;"29/12/20 17:35";CET;102307;406204.74
Agilyx;NO0010872468;AGLX;"Euronext Growth Oslo";NOK;43.00;43.995;41.00;42.00;"29/12/20 16:25";CET;107704;4550262.82
"AGP MALAGA SOCIMI";ES0105478004;MLAGP;"Euronext Access Paris";EUR;2.95;2.95;2.95;2.95;"23/11/20 11:52";CET;2000;5900.00
AGRIPOWER;FR0013452281;ALAGP;"Euronext Growth Paris";EUR;9.35;9.40;9.27;9.30;"29/12/20 17:35";CET;6947;64957.29
AGROGENERATION;FR0010641449;ALAGR;"Euronext Growth Paris";EUR;0.0934;0.1325;0.0918;0.0962;"29/12/20 17:35";CET;12223949;1356178.74
"AGUAS DA CURIA";PTCUR0AP0000;CUR;"Euronext Access Lisbon";EUR;1.17;1.17;1.17;1.17;"06/09/17 20:30";BST;32;37.44
"AHOLD DEL";NL0011794037;AD;"Euronext Amsterdam, Brussels";EUR;23.64;23.69;23.50;23.60;"29/12/20 17:35";CET;1863080;43982352.12
"AIB GROUP PLC";IE00BF0L3536;A5G;"Euronext Dublin";EUR;1.84;1.84;1.693;1.703;"29/12/20 21:09";IST;2257520;3876321.60
"AIR FRANCE -KLM";FR0000031122;AF;"Euronext Paris, Amsterdam";EUR;5.06;5.32;5.06;5.248;"29/12/20 17:35";CET;6923891;36165378.64
"AIR LIQUIDE";FR0000120073;AI;"Euronext Paris";EUR;136.75;137.80;135.55;135.85;"29/12/20 17:35";CET;455709;62201789.90
"AIR MARINE";FR0013285103;MLAIM;"Euronext Access Paris";EUR;1.73;1.73;1.73;1.73;"29/12/20 16:30";CET;330;570.90
AIRBUS;NL0000235190;AIR;"Euronext Paris";EUR;92.97;93.44;91.98;93.07;"29/12/20 17:36";CET;967733;89907838.98
Airthings;NO0010895568;AIRX;"Euronext Growth Oslo";NOK;13.30;13.48;12.84;13.30;"29/12/20 16:25";CET;168244;2216294.13
AJAX;NL0000018034;AJAX;"Euronext Amsterdam";EUR;15.80;16.06;15.80;15.98;"29/12/20 17:17";CET;906;14369.84
Akastor;NO0010215684;AKAST;"Oslo Børs";NOK;7.26;7.29;6.95;7.07;"29/12/20 16:25";CET;217922;1538567.87
Aker;NO0010234552;AKER;"Oslo Børs";NOK;560.00;566.00;556.00;559.50;"29/12/20 16:25";CET;61697;34628848.50
"Aker BioMarine";NO0010886625;AKBM;"Euronext Growth Oslo";NOK;118.50;118.50;115.50;116.84;"29/12/20 16:25";CET;47568;5586787.24
"Aker BP";NO0010345853;AKRBP;"Oslo Børs";NOK;216.40;217.60;213.00;214.10;"29/12/20 16:25";CET;581019;125028645.00
"Aker Carbon Captur";NO0010890304;ACC;"Euronext Growth Oslo";NOK;18.96;19.698;16.13;17.64;"29/12/20 16:29";CET;6694808;121847971.50
"Aker Offshore Wind";NO0010890312;AOW;"Euronext Growth Oslo";NOK;11.10;12.478;9.63;10.90;"29/12/20 16:29";CET;14620766;164490666.82
"Aker Solutions";NO0010716582;AKSO;"Oslo Børs";NOK;16.25;16.39;15.75;15.86;"29/12/20 16:28";CET;3608814;57594103.46
"AKKA TECHNOLOGIES";FR0004180537;AKA;"Euronext Paris, Brussels";EUR;26.20;26.45;25.45;25.75;"29/12/20 17:35";CET;55820;1438570.10
"AKVA Group";NO0003097503;AKVA;"Oslo Børs";NOK;99.60;107.00;98.40;104.00;"29/12/20 16:25";CET;15802;1619902.60
AKWEL;FR0000053027;AKW;"Euronext Paris";EUR;23.20;23.20;22.80;23.00;"29/12/20 17:37";CET;16699;384366.90
"AKZO NOBEL";NL0013267909;AKZA;"Euronext Amsterdam";EUR;88.90;89.64;88.74;89.22;"29/12/20 17:35";CET;255757;22808986.58
ALBIOMA;FR0000060402;ABIO;"Euronext Paris";EUR;47.60;48.35;47.00;47.20;"29/12/20 17:35";CET;74946;3568063.25
ALCHIMIE;FR0014000JX7;ALCHI;"Euronext Growth Paris";EUR;12.90;13.10;12.90;13.10;"29/12/20 17:35";CET;3013;38976.35
ALD;FR0013258662;ALD;"Euronext Paris";EUR;11.52;11.72;11.52;11.72;"29/12/20 17:35";CET;46149;538623.32
"ALEPH FINANCE";GB00BJ9M4V82;MLALE;"Euronext Access Paris";EUR;2.10;2.10;2.10;2.10;"29/12/20 16:30";CET;5000;10500.00
"ALES GROUPE";FR0000054652;ALPHY;"Euronext Growth Paris";EUR;1.18;1.20;1.18;1.18;"29/06/20 16:07";CET;1401;1671.18
ALFEN;NL0012817175;ALFEN;"Euronext Amsterdam";EUR;80.20;81.20;77.50;80.80;"29/12/20 17:36";CET;150959;12021412.90
ALIAXIS;BE0941243520;-;"Euronext Expert Market";EUR;17.00;17.00;17.00;17.00;"29/12/20 11:30";CET;300;5100.00
"ALME INVEST";BE0146350740;-;"Euronext Expert Market";EUR;-;-;-;-;-;CET;-;-
"ALPES (COMPAGNIE)";FR0000053324;CDA;"Euronext Paris";EUR;19.60;19.60;18.80;18.80;"29/12/20 17:35";CET;8408;160810.50
"ALPHA MOS";FR0013421286;ALM;"Euronext Paris";EUR;1.78;1.85;1.55;1.68;"29/12/20 17:35";CET;2586;4449.91
ALSTOM;FR0010220475;ALO;"Euronext Paris";EUR;46.87;46.95;46.35;46.70;"29/12/20 17:37";CET;377371;17600570.66
ALTAMIR;FR0000053837;LTA;"Euronext Paris";EUR;19.402;19.74;19.402;19.74;"29/12/20 17:35";CET;4162;81690.60
ALTAREA;FR0000033219;ALTA;"Euronext Paris";EUR;144.00;144.00;143.00;143.00;"29/12/20 17:35";CET;7628;1096950.60
ALTAREIT;FR0000039216;AREIT;"Euronext Paris";EUR;486.00;486.00;486.00;486.00;"29/12/20 11:30";CET;1;486.00
ALTEN;FR0000071946;ATE;"Euronext Paris";EUR;93.30;95.35;92.60;94.15;"29/12/20 17:35";CET;21676;2044448.00
"ALTICE EUROPE B";NL0011333760;ATCB;"Euronext Amsterdam";EUR;5.30;5.34;5.30;5.32;"29/12/20 17:35";CET;36356;193600.95
"ALTICE EUROPE N.V.";NL0011333752;ATC;"Euronext Amsterdam";EUR;5.328;5.342;5.324;5.33;"29/12/20 17:35";CET;2034377;10842899.93
"ALTRI SGPS";PTALT0AE0002;ALTR;"Euronext Lisbon";EUR;5.205;5.22;5.15;5.20;"29/12/20 22:35";BST;327751;1700767.50
"ALTUR INVEST.";FR0010395681;ALTUR;"Euronext Paris";EUR;5.30;5.40;5.20;5.20;"29/12/20 15:48";CET;2820;14907.25
"ALUMEXX N.V.";NL0012194724;ALX;"Euronext Amsterdam";EUR;0.68;0.698;0.66;0.68;"29/12/20 17:17";CET;59572;40723.25
ALVEEN;FR0013253812;MLALV;"Euronext Access Paris";EUR;0.30;0.30;0.30;0.30;"29/12/20 16:30";CET;1844;553.20
"AMATHEON AGRI";NL0010273694;MLAAH;"Euronext Access Paris";EUR;0.119;0.12;0.119;0.12;"29/12/20 16:31";CET;5700;682.70
"American Shipping";NO0010272065;AMSC;"Oslo Børs";NOK;28.20;28.50;28.20;28.30;"29/12/20 16:25";CET;25654;726635.25
AMG;NL0000888691;AMG;"Euronext Amsterdam";EUR;25.05;25.25;24.18;24.27;"29/12/20 17:35";CET;249280;6117826.36
AMOEBA;FR0011051598;ALMIB;"Euronext Growth Paris";EUR;2.995;3.275;2.925;3.04;"29/12/20 17:35";CET;655957;2037244.93
"AMPLITUDE SURGICAL";FR0012789667;AMPLI;"Euronext Paris";EUR;2.15;2.16;2.15;2.15;"29/12/20 17:29";CET;65626;141126.64
"AMSTERDAM COMMOD.";NL0000313286;ACOMO;"Euronext Amsterdam";EUR;20.80;21.10;20.80;20.90;"29/12/20 17:35";CET;24395;510490.90
AMUNDI;FR0004125920;AMUN;"Euronext Paris";EUR;68.00;68.70;67.60;68.55;"29/12/20 17:35";CET;67469;4617136.60
"AND INTERNATIONAL";NL0000430106;AND;"Euronext Amsterdam";EUR;1.95;2.00;1.77;1.82;"29/12/20 17:01";CET;39578;74228.04
"Andfjord Salmon";NO0010829765;ANDF;"Euronext Growth Oslo";NOK;53.62;55.00;53.10;54.35;"29/12/20 16:05";CET;18716;1007808.66
ANEVIA;FR0011910652;ALANV;"Euronext Growth Paris";EUR;3.50;3.54;3.50;3.50;"29/12/20 15:47";CET;378;1325.60
"ANEVIA BSA B";FR0013469319;ANVBV;"Euronext Growth Paris";EUR;0.695;0.695;0.695;0.695;"15/12/20 11:27";CET;20;13.90
"ANS ROCOUR";BE0003243426;-;"Euronext Expert Market";EUR;89.30;89.30;89.30;89.30;"21/02/17 11:30";CET;31;2768.30
"ANTARES CERT";BE0003676872;ANT;"Euronext Brussels";EUR;46.30;46.80;46.30;46.80;"29/12/20 16:30";CET;1370;63691.00
ANTEVENIO;ES0109429037;ALANT;"Euronext Growth Paris";EUR;4.10;4.10;4.10;4.10;"29/12/20 16:29";CET;16;65.60
APERAM;LU0569974404;APAM;"Euronext Amsterdam, Brussels, Paris";EUR;34.50;34.75;34.03;34.22;"29/12/20 17:35";CET;182531;6252811.52
"APPLEGREEN PLC";IE00BXC8D038;APGN;"Euronext Growth Dublin";EUR;5.65;5.75;5.65;5.65;"29/12/20 21:00";IST;2730920;15565771.10
"APTORUM GROUP CL A";KYG6096M1069;APM;"Euronext Paris";EUR;2.90;2.90;2.90;2.90;"27/11/20 11:05";CET;1;2.90
"Aqua Bio Techno";NO0010307135;ABT;"Euronext Expand Oslo";NOK;6.00;6.05;5.85;5.90;"29/12/20 15:42";CET;54892;326462.85
AqualisBraemar;NO0010715394;AQUA;"Oslo Børs";NOK;9.35;9.35;8.80;9.15;"29/12/20 16:05";CET;44331;399241.35
AQUILA;FR0010340711;ALAQU;"Euronext Growth Paris";EUR;7.70;7.70;7.70;7.70;"29/12/20 11:30";CET;441;3395.70
ARCADIS;NL0006237562;ARCAD;"Euronext Amsterdam";EUR;26.90;27.46;26.80;27.46;"29/12/20 17:36";CET;117168;3192308.90
"ARCELOR MITT LUX";LU0006047129;-;"Euronext Expert Market";EUR;-;-;-;-;-;CET;-;-
"ARCELORMITT SCHIFF";LU0006067663;-;"Euronext Expert Market";EUR;1.00;1.00;1.00;1.00;"11/08/20 11:30";CET;51;51.00
"ARCELORMITTAL SA";LU1598757687;MT;"Euronext Amsterdam, Paris";EUR;19.128;19.246;18.70;18.966;"29/12/20 17:35";CET;4091207;77613369.91
Archer;BMG0451H1170;ARCH;"Oslo Børs";NOK;3.15;3.20;3.065;3.11;"29/12/20 16:25";CET;240458;759847.39
ARCHOS;FR0000182479;ALJXR;"Euronext Growth Paris";EUR;0.0349;0.037;0.0341;0.0347;"29/12/20 17:35";CET;7470123;263000.26
"ArcticZymes Techno";NO0010014632;AZT;"Oslo Børs";NOK;59.40;62.80;58.20;62.00;"29/12/20 16:25";CET;329545;20052913.00
ARCURE;FR0013398997;ALCUR;"Euronext Growth Paris";EUR;4.03;4.10;3.80;3.81;"29/12/20 17:35";CET;30820;121676.76
Arcus;NO0010776875;ARCUS;"Oslo Børs";NOK;43.00;43.50;43.00;43.00;"29/12/20 16:25";CET;27562;1189981.10
"ARDOIN ST AMAND A";FR0005057635;MLARD;"Euronext Access Paris";EUR;96.00;96.00;96.00;96.00;"02/12/20 11:30";CET;199;19104.00
"ARDOIN ST AMAND B";FR0004070795;ARDO;"Euronext Access Paris";EUR;72.00;72.00;72.00;72.00;"03/08/20 16:30";CET;2;144.00
"Arendals Fossekomp";NO0003572802;AFK;"Oslo Børs";NOK;184.00;184.00;182.00;183.00;"29/12/20 16:25";CET;13323;2435426.00
ARGAN;FR0010481960;ARG;"Euronext Paris";EUR;78.20;79.40;78.20;78.80;"29/12/20 17:35";CET;1812;142987.60
"ARGENX SE";NL0010832176;ARGX;"Euronext Brussels";EUR;246.40;250.00;244.20;244.80;"29/12/20 17:35";CET;56230;13842870.80
ARKEMA;FR0010313833;AKE;"Euronext Paris";EUR;95.50;96.10;95.00;95.20;"29/12/20 17:35";CET;137493;13118161.22
"ARKIMEDES FONDS";BE0945331669;-;"Euronext Expert Market";EUR;2.74;2.74;2.74;2.74;"29/12/20 11:30";CET;10;27.40
ARMA;BE0051300847;-;"Euronext Expert Market";EUR;-;-;-;-;-;CET;-;-
"AROCA DEL PINAR";ES0105486007;MLARO;"Euronext Access Paris";EUR;14.60;14.60;14.60;14.60;"16/08/20 00:00";CET;-;-
"Arribatec Solution";NO0003108102;ARR;"Oslo Børs";NOK;2.08;2.10;1.98;1.985;"29/12/20 16:26";CET;7213924;14711589.42
ARTEA;FR0012185536;ARTE;"Euronext Paris";EUR;11.30;11.30;10.90;10.90;"29/12/20 17:29";CET;26;286.90
ARTEFACT;FR0000079683;ALATF;"Euronext Growth Paris";EUR;3.04;3.11;3.02;3.06;"29/12/20 17:35";CET;49763;152941.15
"ARTMARKET COM";FR0000074783;PRC;"Euronext Paris";EUR;6.68;6.76;6.62;6.74;"29/12/20 17:37";CET;3794;25387.24
"ARTOIS NOM.";FR0000076952;ARTO;"Euronext Paris";EUR;4000.00;4000.00;4000.00;4000.00;"29/12/20 14:18";CET;1;4000.00
"ARYZTA AG";CH0043238366;YZA;"Euronext Dublin";EUR;0.607;0.6535;0.607;0.6315;"29/12/20 20:07";IST;188867;121185.02
ASCENCIO;BE0003856730;ASC;"Euronext Brussels";EUR;47.65;47.65;47.40;47.50;"29/12/20 17:35";CET;4784;227547.15
Asetek;DK0060477263;ASTK;"Oslo Børs";NOK;102.40;104.60;100.40;102.80;"29/12/20 16:25";CET;48826;5019290.40
"ASHLER ET MANSON";FR0012968485;MLAEM;"Euronext Access Paris";EUR;1.90;1.90;1.90;1.90;"28/12/20 16:30";CET;12;22.80
ASIT;BE0974289218;ASIT;"Euronext Brussels, Paris";EUR;0.2335;0.234;0.227;0.234;"29/12/20 16:39";CET;9277;2146.72
"ASM INTERNATIONAL";NL0000334118;ASM;"Euronext Amsterdam";EUR;180.20;181.80;178.90;179.65;"29/12/20 17:35";CET;167251;30084373.05
"ASML HOLDING";NL0010273215;ASML;"Euronext Amsterdam";EUR;397.00;401.45;394.70;396.30;"29/12/20 17:36";CET;401458;159691399.00
"ASR NEDERLAND";NL0011872643;ASRNL;"Euronext Amsterdam";EUR;33.58;33.60;33.07;33.17;"29/12/20 17:35";CET;336843;11188122.47
ASSICURAZ.GEN.ORD.;IT0000062072;GEN;"Traded not listed Brussels";EUR;14.50;14.50;14.50;14.50;"28/12/20 10:42";CET;383;5553.50
ASSYSTEM;FR0000074148;ASY;"Euronext Paris";EUR;25.00;25.05;24.85;24.85;"29/12/20 17:29";CET;501;12530.70
ATARI;FR0010478248;ATA;"Euronext Paris";EUR;0.3725;0.3725;0.358;0.36;"29/12/20 17:35";CET;1502503;548063.06
Atea;NO0004822503;ATEA;"Oslo Børs";NOK;117.00;123.20;117.00;122.60;"29/12/20 16:25";CET;57465;6999336.20
ATEME;FR0011992700;ATEME;"Euronext Paris";EUR;16.62;16.86;16.62;16.70;"29/12/20 17:35";CET;6136;102663.20
ATENOR;BE0003837540;ATEB;"Euronext Brussels";EUR;56.20;56.80;56.20;56.20;"29/12/20 17:35";CET;2631;148710.20
"Atlantic Petroleum";FO000A0DN9X4;ATLA;"Oslo Børs";NOK;6.22;7.24;6.22;6.24;"29/12/20 15:32";CET;7774;54984.98
"Atlantic Sapphire";NO0010768500;ASA;"Oslo Børs";NOK;118.00;121.00;115.00;117.00;"29/12/20 16:25";CET;226358;26829020.00
ATOS;FR0000051732;ATO;"Euronext Paris";EUR;75.58;76.18;75.32;75.76;"29/12/20 17:35";CET;186872;14150288.98
"ATRIUM EUR REALEST";JE00B3DCF752;ATRS;"Euronext Amsterdam";EUR;2.54;2.565;2.535;2.565;"29/12/20 16:59";CET;4850;12421.93
AUBAY;FR0000063737;AUB;"Euronext Paris";EUR;34.30;34.85;34.00;34.00;"29/12/20 17:35";CET;7586;259509.35
"AUDIENCE LABS";FR0011896463;MLAUD;"Euronext Access Paris";EUR;7.45;7.45;7.45;7.45;"30/11/20 11:30";CET;40;298.00
AUDIOVALLEY;BE0974334667;ALAVY;"Euronext Growth Paris, Brussels";EUR;3.65;3.68;3.60;3.62;"29/12/20 17:35";CET;3381;12243.12
"AUGROS COSMETICS";FR0000061780;AUGR;"Euronext Paris";EUR;4.58;4.58;4.58;4.58;"28/12/20 11:43";CET;917;4199.86
"AUPLATA MINING GR";FR0013410370;ALAMG;"Euronext Growth Paris";EUR;0.187;0.187;0.1794;0.183;"29/12/20 17:35";CET;914881;166731.98
AUREA;FR0000039232;AURE;"Euronext Paris";EUR;5.86;6.00;5.70;5.96;"29/12/20 17:02";CET;6285;37041.04
"AURES TECHNOLOGIES";FR0013183589;AURS;"Euronext Paris";EUR;21.50;21.90;21.40;21.60;"29/12/20 16:01";CET;5191;111370.10
"Aurskog Sparebank";NO0006001601;AURG;"Oslo Børs";NOK;204.00;208.00;204.00;206.00;"29/12/20 16:25";CET;116;23926.00
"Austevoll Seafood";NO0010073489;AUSS;"Oslo Børs";NOK;86.70;88.70;86.60;88.15;"29/12/20 16:25";CET;198375;17425095.25
"Avance Gas Holding";BMG067231032;AGAS;"Oslo Børs";NOK;40.60;41.54;40.08;40.42;"29/12/20 16:25";CET;678822;27692102.98
AVANTIUM;NL0012047823;AVTX;"Euronext Amsterdam, Brussels";EUR;6.52;6.62;6.46;6.48;"29/12/20 17:35";CET;48546;316745.08
"AVENIR TELECOM";FR0013529815;AVT;"Euronext Paris";EUR;0.541;0.553;0.535;0.54;"29/12/20 17:35";CET;282358;153465.13
"Awilco Drilling";GB00B5LJSC86;AWDR;"Oslo Børs";NOK;4.82;5.08;4.52;4.66;"29/12/20 16:25";CET;242510;1150536.61
"Awilco LNG";NO0010607971;ALNG;"Euronext Expand Oslo";NOK;1.625;1.625;1.50;1.57;"29/12/20 16:25";CET;645220;995834.87
AXA;FR0000120628;CS;"Euronext Paris";EUR;19.75;19.91;19.654;19.736;"29/12/20 17:35";CET;2939796;58041429.00
Axactor;NO0010840515;AXA;"Oslo Børs";NOK;10.80;11.00;10.68;10.72;"29/12/20 16:25";CET;2082112;22597518.24
"AXWAY SOFTWARE";FR0011040500;AXW;"Euronext Paris";EUR;26.50;27.60;26.50;27.50;"29/12/20 17:35";CET;5776;156699.60
"Axxis Geo Solution";NO0010778095;AXXIS;"Euronext Expand Oslo";NOK;0.576;0.646;0.562;0.598;"29/12/20 16:25";CET;2634101;1570996.94
"ayfie Group";NO0010793243;AYFIE;"Euronext Growth Oslo";NOK;1.73;1.78;1.72;1.76;"29/12/20 16:25";CET;179951;313624.01
"AZ LEASING";IT0004812258;MLAZL;"Euronext Access Paris";EUR;0.57;0.57;0.57;0.57;"10/11/20 16:30";CET;303;172.71
"AZOREAN TECH";PTAZR0AM0006;MLAAT;"Euronext Access Paris";EUR;0.25;0.25;0.25;0.25;"23/12/20 11:30";CET;1;0.25
"B&S Group";LU1789205884;BSGR;"Euronext Amsterdam";EUR;7.35;7.51;7.35;7.36;"29/12/20 17:35";CET;12445;92244.24
