Name,ISIN,Symbol,Market,Trading Currency,Open,High,Low,Last,Last Date/Time,Time Zone,Volume,Turnover
SELECTIRENTE,FR0004175842,SELER,Euronext Paris,EUR,79.5,79.5,79.5,79.5,10.07.2020 11:30,CET,1,79.5
SEMAPA,PTSEM0AM0004,SEM,Euronext Lisbon,EUR,8.08,8.24,8,8.22,10.07.2020 21:35,BST,60276,490074.04
SEMPLICEMENTE SpA,IT0005072811,MLSMP,Euronext Access Paris,EUR,0.81,0.81,0.81,0.81,05.08.2016 15:00,CET,100,81
SENSORION,FR0012596468,ALSEN,Euronext Growth Paris,EUR,0.89,0.896,0.854,0.89,10.07.2020 16:49,CET,12412,10980.79
SEQUA PETROLEUM NV,NL0010623518,MLSEQ,Euronext Access Paris,EUR,0.02,0.02,0.02,0.02,10.07.2020 11:51,CET,10000,200
SEQUANA MEDICAL,BE0974340722,SEQUA,Euronext Brussels,EUR,6.38,6.38,6.2,6.2,10.07.2020 16:14,CET,3379,21040.2
SERGEFERRARI GROUP,FR0011950682,SEFER,Euronext Paris,EUR,6.12,6.12,6,6.02,10.07.2020 17:35,CET,2965,18019.18
SERMA GROUP,FR0000073728,ALSER,Euronext Growth Paris,EUR,272,272,272,272,23.06.2020 11:30,CET,6,1632
SES,LU0088087324,SESG,Euronext Paris,EUR,5.946,6.3,5.92,6.3,10.07.2020 17:35,CET,1730906,10707716
SES IMAGOTAG,FR0010282822,SESL,Euronext Paris,EUR,21.75,22,21.15,22,10.07.2020 17:35,CET,6900,149592
SETTLEMENTS,BE0974261902,STTL,Euronext Growth Brussels,USD,13.52,13.52,13.52,13.52,24.03.2017 15:30,CET,15000,202800
SHOWROOMPRIVE,FR0013006558,SRP,Euronext Paris,EUR,1.01,1.05,0.97,1.02,10.07.2020 17:35,CET,133820,136312.23
SHURGARD,LU1883301340,SHUR,Euronext Brussels,EUR,33.6,34.1,32.7,33.9,10.07.2020 17:35,CET,29604,989976.8
SI PARTICIPATIONS,FR0000061582,ALSIP,Euronext Growth Paris,EUR,7.1,7.1,7,7,10.07.2020 16:30,CET,73,512
SIDETRADE,FR0010202606,ALBFR,Euronext Growth Paris,EUR,78.5,80,77.5,77.5,10.07.2020 17:04,CET,346,27029.5
SIEMENS,DE0007236101,SIA,Traded not listed Brussels,EUR,104.4,108.66,104.4,108.66,10.07.2020 16:55,CET,474,49813.86
SIF HOLDING,NL0011660485,SIFG,Euronext Amsterdam,EUR,10.24,10.4,10.1,10.38,10.07.2020 17:35,CET,76148,775386.16
SIGNAUX GIROD,FR0000060790,GIRO,Euronext Paris,EUR,10.55,10.55,10.45,10.45,10.07.2020 13:06,CET,130,1368.1
SIGNIFY NV,NL0011821392,LIGHT,Euronext Amsterdam,EUR,22.71,23.45,22.54,23.45,10.07.2020 17:35,CET,372318,8673154.35
SII,FR0000074122,SII,Euronext Paris,EUR,18.85,19.1,18.5,19.05,10.07.2020 17:24,CET,2772,52096.6
SILC,FR0010679365,MLSIL,Euronext Access Paris,EUR,0.3,0.3,0.3,0.3,30.06.2020 16:30,CET,92,27.6
SIMAT,CI0000000832,MLMAT,Euronext Access Paris,EUR,2.2,2.2,2.2,2.2,13.11.2019 11:30,CET,10,22
SIMINANS,BE0016250517,-,Euronext Expert Market,EUR,23.4,23.4,23.4,23.4,22.01.2019 11:30,CET,3,70.2
SIMO INTERNATIONAL,FR0004038818,MLSIM,Euronext Access Paris,EUR,0.27,0.27,0.27,0.27,30.06.2020 16:30,CET,12,3.24
SINTESI SpA,IT0005072167,MLSNT,Euronext Access Paris,EUR,3.3,3.3,3.3,3.3,06.11.2015 15:00,CET,12,39.6
SIOEN,BE0003743573,SIOE,Euronext Brussels,EUR,16.7,17,16.7,16.95,10.07.2020 17:35,CET,1639,27666.05
SIPEF,BE0003898187,SIP,Euronext Brussels,EUR,42.4,43.4,42.4,43,10.07.2020 17:35,CET,358,15304.05
SLIGRO FOOD GROUP,NL0000817179,SLIGR,Euronext Amsterdam,EUR,13.16,13.4,13.04,13.4,10.07.2020 17:35,CET,26672,354004.84
SMALTO,FR0011131788,MLSML,Euronext Access Paris,EUR,0.041,0.041,0.041,0.041,01.07.2020 16:30,CET,100,4.1
SMALTO BSA,FR0010649228,SMLBS,Euronext Access Paris,EUR,0.04,0.04,0.04,0.04,27.12.2016 15:30,CET,115298,4611.92
SMARTPHOTO GROUP,BE0974323553,SMAR,Euronext Brussels,EUR,17.9,17.9,17.7,17.8,10.07.2020 17:35,CET,724,12866.1
SMCP,FR0013214145,SMCP,Euronext Paris,EUR,3.89,3.952,3.822,3.84,10.07.2020 17:35,CET,125805,485700.23
SMTPC,FR0004016699,SMTPC,Euronext Paris,EUR,17.8,17.95,17.65,17.9,10.07.2020 17:29,CET,3426,60751.05
SMURFIT KAPPA GP,IE00B1RR8406,SK3,Euronext Dublin,EUR,27.12,27.54,26.72,27.54,10.07.2020 17:35,UTC,457813,12476302.08
SNCB/NMBS -Jce/Gen,BE0010621481,-,Euronext Expert Market,EUR,0.31,0.31,0.31,0.31,28.05.2019 11:30,CET,1749,542.19
SNOWWORLD,NL0010627865,SNOW,Euronext Amsterdam,EUR,17,17,15.5,16.5,10.07.2020 17:26,CET,123,2014
SOC FRANC CASINOS,FR0010209809,SFCA,Euronext Paris,EUR,1.22,1.22,1.22,1.22,09.07.2020 11:30,CET,3,3.66
SOCIETE GENERALE,FR0000130809,GLE,Euronext Paris,EUR,14.502,15.168,14.414,15.13,10.07.2020 17:35,CET,5608223,83419621.6
SOCLINPAR,QX0000022625,-,Euronext Expert Market,EUR,21.78,21.78,21.78,21.78,29.11.2016 11:30,CET,14,304.92
SODEXO,FR0000121220,SW,Euronext Paris,EUR,59.38,62.62,59.12,62.48,10.07.2020 17:35,CET,307572,18968143.66
SODIFRANCE,FR0000072563,SOA,Euronext Paris,EUR,16.5,16.5,16.5,16.5,02.07.2020 16:30,CET,100,1650
SODITECH,FR0000078321,SEC,Euronext Paris,EUR,0.6,0.6,0.6,0.6,07.07.2020 11:30,CET,500,300
SOFIBUS PATRIMOINE,FR0000038804,SFBS,Euronext Paris,EUR,197,197,197,197,10.07.2020 11:30,CET,3,591
SOFINA,BE0003717312,SOF,Euronext Brussels,EUR,243,243.5,239.5,241,10.07.2020 17:35,CET,13225,3185892.5
SOFRAGI,FR0000030140,SOFR,Euronext Paris,EUR,1420,1420,1420,1420,10.07.2020 11:30,CET,6,8520
SOFTIMAT,BE0003773877,SOFT,Euronext Growth Brussels,EUR,4.02,4.02,4.02,4.02,10.07.2020 11:30,CET,345,1386.9
SOGECLAIR,FR0000065864,SOG,Euronext Paris,EUR,11.75,11.75,11.4,11.65,10.07.2020 17:29,CET,2050,23762.85
SOITEC,FR0013227113,SOI,Euronext Paris,EUR,104.1,107.1,103.1,105.6,10.07.2020 17:35,CET,119100,12618984.1
SOLOCAL GROUP,FR0012938884,LOCAL,Euronext Paris,EUR,0.103,0.1069,0.0965,0.098,10.07.2020 17:35,CET,11405565,1138751.19
SOLUTIONS 30 SE,FR0013379484,ALS30,Euronext Growth Paris,EUR,12.97,13.29,12.9,13.02,10.07.2020 17:36,CET,186209,2443416.66
SOLVAC NOM(RETAIL),BE0003545531,SOLV,Euronext Brussels,EUR,87.6,89.8,87.6,89.8,10.07.2020 13:47,CET,289,25578.4
SOLVAY,BE0003470755,SOLB,"Euronext Brussels, Paris",EUR,69.78,70.84,69.06,70.84,10.07.2020 17:35,CET,255761,17977447.38
SOLVAY (CP 41),BE0099887748,-,Euronext Expert Market,EUR,48,48,48,48,30.05.2017 11:30,CET,2,96
SOMFY SA,FR0013199916,SO,Euronext Paris,EUR,91,91.6,90.4,90.6,10.07.2020 17:35,CET,3835,348980.9
SONAE,PTSON0AM0001,SON,Euronext Lisbon,EUR,0.6305,0.645,0.6305,0.644,10.07.2020 21:35,BST,1128374,721139.24
SONAE CAPITAL,PTSNP0AE0008,SONC,Euronext Lisbon,EUR,0.52,0.52,0.51,0.514,10.07.2020 21:35,BST,61849,31894.82
SONAE IND.SGPS,PTS3P0AM0025,SONI,Euronext Lisbon,EUR,0.69,0.69,0.662,0.68,10.07.2020 21:35,BST,578,384.1
"SONAECOM,SGPS",PTSNC0AM0006,SNC,Euronext Lisbon,EUR,1.66,1.66,1.6,1.66,10.07.2020 19:50,BST,3393,5628.32
SONAGI,PTSNG0AM0007,SNG,Euronext Access Lisbon,EUR,3,3,3,3,27.05.2020 15:30,BST,1000,3000
SOPRA STERIA GROUP,FR0000050809,SOP,Euronext Paris,EUR,114.6,117.8,114,117.3,10.07.2020 17:35,CET,30272,3520966.1
SPADEL,BE0003798155,SPA,Euronext Brussels,EUR,194,194,194,194,07.07.2020 11:30,CET,10,1940
SPEED RABBIT PIZZA,FR0000054371,MLSRP,Euronext Access Paris,EUR,7.6,7.6,7.6,7.6,02.07.2020 11:30,CET,1,7.6
SPIE,FR0012757854,SPIE,Euronext Paris,EUR,13.13,13.18,12.94,13.07,10.07.2020 17:35,CET,150653,1969656.38
SPINEGUARD,FR0011464452,ALSGD,Euronext Growth Paris,EUR,0.184,0.189,0.17,0.1745,10.07.2020 17:25,CET,268227,48703.42
SPINEWAY,FR0011398874,ALSPW,Euronext Growth Paris,EUR,0.0025,0.0027,0.0024,0.0025,10.07.2020 17:35,CET,43390794,110864.38
SPIR COMMUNICATION,FR0000131732,SPI,Euronext Paris,EUR,5.2,5.2,5.2,5.2,08.07.2020 09:00,CET,200,1040
SPORTING,PTSCP0AM0001,SCP,Euronext Lisbon,EUR,0.82,0.82,0.82,0.82,10.07.2020 15:30,BST,22,18.04
SQLI,FR0011289040,SQI,Euronext Paris,EUR,19.2,20.7,19.2,20.7,10.07.2020 17:35,CET,14033,284069.6
ST DUPONT,FR0000054199,DPT,Euronext Paris,EUR,0.0806,0.0836,0.0802,0.0832,10.07.2020 16:42,CET,51513,4218.18
ST GOBAIN IMB,BE0003279784,-,Euronext Expert Market,EUR,-,-,-,-,-,CET,-,-
ST-PIETERS-LEEUW,BE0014199377,-,Euronext Expert Market,EUR,15.18,15.18,15.18,15.18,18.02.2020 11:30,CET,2,30.36
STEAM FRANCE,FR0013063559,MLSTM,Euronext Access Paris,EUR,14,14,14,14,07.01.2016 15:00,CET,2,28
STEF,FR0000064271,STF,Euronext Paris,EUR,69,69.7,68.9,69.7,10.07.2020 17:35,CET,1195,82660.7
STENTYS,FR0010949404,STNT,Euronext Paris,EUR,0.468,0.4745,0.456,0.46,22.07.2019 17:25,CET,53783,24756.74
STERN GROEP,NL0000336303,STRN,Euronext Amsterdam,EUR,9.66,9.66,9.54,9.54,10.07.2020 16:45,CET,396,3803.22
STMICROELECTRONICS,NL0000226223,STM,Euronext Paris,EUR,24.4,25.75,24.27,25.36,10.07.2020 17:39,CET,4602557,116518897.87
STRADIM ESPAC.FIN,FR0000074775,ALSAS,Euronext Growth Paris,EUR,5.2,5.2,5.2,5.2,09.07.2020 11:49,CET,384,1996.8
STREAMWIDE,FR0010528059,ALSTW,Euronext Growth Paris,EUR,14.9,15.6,14.8,15.6,10.07.2020 17:04,CET,1551,23758.8
STREAMWIDE BS,FR0012790756,STWDS,Euronext Growth Paris,EUR,0.01,0.01,0.01,0.01,24.06.2019 09:00,CET,10,0.1
STREIT MECANIQUE,FR0000063976,MLSTR,Euronext Access Paris,EUR,15,15,15,15,01.07.2020 11:30,CET,1,15
SUCRAF (ben/win),BE0010026350,-,Euronext Expert Market,EUR,10,10,10,10,17.07.2018 11:30,CET,14,140
SUCRAF A&B,BE0003463685,SUCR,Euronext Brussels,EUR,1.3088,1.3088,1.3088,1.3088,02.06.2020 11:30,CET,200,261.76
SUEZ,FR0010613471,SEV,"Euronext Paris, Brussels",EUR,10.4,10.66,10.3,10.655,10.07.2020 17:39,CET,1798503,19018475.72
SUMO RESOURCES PLC,GB00B8GJBS16,MLSUM,Euronext Access Paris,EUR,0.021,0.021,0.021,0.021,10.07.2020 11:30,CET,100,2.1
SUPERSONIC IMAGINE,FR0010526814,SSI,Euronext Paris,EUR,1.5,1.5,1.425,1.5,10.07.2020 12:34,CET,1075,1541.38
SURONGO,BE0003527356,-,Euronext Expert Market,EUR,186,186,186,186,15.10.2019 11:30,CET,1,186
SWORD GROUP,FR0004180578,SWP,Euronext Paris,EUR,27.3,28,27.3,27.95,10.07.2020 17:37,CET,4669,129565.2
SYNERGIE,FR0000032658,SDG,Euronext Paris,EUR,22.1,22.7,21.9,22.35,10.07.2020 17:37,CET,11425,253719.55
T.PALM INTERN. LUX,BE6321066613,-,Euronext Expert Market,EUR,-,-,-,-,-,CET,-,-
TARKETT,FR0004188670,TKTT,Euronext Paris,EUR,9.4,9.66,9.3,9.66,10.07.2020 17:35,CET,43338,412620.49
TAYNINH,FR0000063307,TAYN,Euronext Paris,EUR,1.05,1.05,1.05,1.05,06.07.2020 11:30,CET,50,52.5
TEAM,FR0000033466,MLTEA,Euronext Access Paris,EUR,288,288,288,288,11.03.2020 16:30,CET,12,3456
TECHNICOLOR,FR0013505062,TCH,Euronext Paris,EUR,2.594,2.594,2.4005,2.408,10.07.2020 17:35,CET,243351,599005.43
TECHNIPFMC,GB00BDSFG982,FTI,Euronext Paris,EUR,6,6.194,5.924,6.156,10.07.2020 17:35,CET,3550500,21470877.44
TEIXEIRA DUARTE,PTTD10AM0000,TDSA,Euronext Lisbon,EUR,0.106,0.107,0.1045,0.1045,10.07.2020 21:35,BST,66500,7011.57
TELECOM ITALIA SPA,IT0003497168,TIT,Traded not listed Brussels,EUR,0.3358,0.365,0.3358,0.365,09.07.2020 12:55,CET,5855,1969.18
TELEFONICA,ES0178430E18,TFA,Traded not listed Brussels,EUR,3.98,3.98,3.98,3.98,10.07.2020 16:19,CET,201,799.98
TELENET GROUP,BE0003826436,TNET,Euronext Brussels,EUR,36.72,36.8,35.76,36.8,10.07.2020 17:35,CET,153310,5622487.9
TELEPERFORMANCE,FR0000051807,TEP,Euronext Paris,EUR,224.1,227.2,223.5,225.3,10.07.2020 17:36,CET,151603,34148165.4
TELEVERBIER,CH0008175645,TVRB,Euronext Paris,EUR,44,44,44,44,07.07.2020 16:30,CET,15,660
TELEVISTA,FR0011076595,MLVST,Euronext Access Paris,EUR,5.75,5.75,5.75,5.75,01.07.2019 12:46,CET,22,126.5
TER BEKE,BE0003573814,TERB,Euronext Brussels,EUR,102.5,102.5,101.5,102.5,10.07.2020 15:44,CET,88,9017
TESCO PLC,GB0008847096,TCO,Euronext Dublin,EUR,-,-,-,-,-,UTC,-,-
TESSENDERLO,BE0003555639,TESB,Euronext Brussels,EUR,26.45,26.5,26.15,26.3,10.07.2020 17:35,CET,12193,320534.3
TESSI,FR0004529147,TES,Euronext Paris,EUR,89.8,90,89.8,90,10.07.2020 11:37,CET,13,1169.8
TETRAGON FIN GRP,GG00B1RMC548,TFG,Euronext Amsterdam,USD,8.76,9,8.76,9,10.07.2020 17:29,CET,13098,103774.64
TETRYS,BE0003886067,TET,Euronext Expert Market,EUR,3,3,3,3,02.10.2013 15:00,CET,435,1305
TEXAF,BE0974263924,TEXF,Euronext Brussels,EUR,32.8,32.8,32.6,32.8,10.07.2020 16:33,CET,280,9160.2
TF1,FR0000054900,TFI,Euronext Paris,EUR,4.82,4.85,4.684,4.76,10.07.2020 17:35,CET,586016,2782443.43
TFF GROUP,FR0013295789,TFF,Euronext Paris,EUR,26.5,27.2,26.2,27.2,10.07.2020 17:23,CET,2573,69020.2
THALES,FR0000121329,HO,Euronext Paris,EUR,70.32,71.42,69.46,71.3,10.07.2020 17:36,CET,336703,23819061.36
THE BLOCKCHAIN GP,FR0011053636,ALTBG,Euronext Growth Paris,EUR,0.816,0.877,0.735,0.785,10.07.2020 17:35,CET,2845182,2285462.84
THE NAVIGATOR COMP,PTPTI0AM0006,NVG,Euronext Lisbon,EUR,2.15,2.19,2.13,2.172,10.07.2020 21:35,BST,954794,2067467.08
THERACLION,FR0010120402,ALTHE,Euronext Growth Paris,EUR,1.27,1.27,1.26,1.26,10.07.2020 12:26,CET,201,253.27
THERADIAG,FR0004197747,ALTER,Euronext Growth Paris,EUR,2.15,2.15,2.06,2.11,10.07.2020 17:35,CET,29933,62931.94
THERANEXUS,FR0013286259,ALTHX,Euronext Growth Paris,EUR,10.8,10.8,10,10.7,10.07.2020 17:35,CET,51061,528554.8
THERMADOR GROUPE,FR0013333432,THEP,Euronext Paris,EUR,54.6,55.2,54.2,55,10.07.2020 17:35,CET,4169,228954.6
THUNDERBIRD,VGG885761061,TBIRD,Euronext Amsterdam,USD,0.046,0.046,0.0255,0.0255,10.07.2020 17:29,CET,172623,6417.19
TIE KINETIX,NL0010389508,TIE,Euronext Amsterdam,EUR,10.9,10.9,10.8,10.9,10.07.2020 16:02,CET,257,2791.3
TIKEHAU CAPITAL,FR0013230612,TKO,Euronext Paris,EUR,22.3,22.8,22.3,22.7,10.07.2020 17:35,CET,10330,233957.3
TINC,BE0974282148,TINC,Euronext Brussels,EUR,13.25,13.25,13.1,13.1,10.07.2020 17:35,CET,7621,100619.65
TIPIAK,FR0000066482,TIPI,Euronext Paris,EUR,59,62.5,59,62.5,10.07.2020 16:30,CET,310,18675
TISCALI,IT0004513666,TISN,Traded not listed Brussels,EUR,0.0088,0.0088,0.0087,0.0087,23.06.2020 10:03,CET,20649,180.55
TISSAGES BRUGGEMAN,BE0036061746,-,Euronext Expert Market,EUR,39.07,39.07,39.07,39.07,29.09.2015 11:30,CET,33,1289.31
TITAN CEMENT,BE0974338700,TITC,"Euronext Brussels, Paris",EUR,10.52,11.18,10.36,11.18,10.07.2020 17:35,CET,10605,112844.32
TIVOLY,FR0000060949,TVLY,Euronext Paris,EUR,15.6,15.6,15.6,15.6,10.07.2020 10:21,CET,118,1840.8
TKH GROUP,NL0000852523,TWEKA,Euronext Amsterdam,EUR,34.04,34.68,33.74,34.46,10.07.2020 17:35,CET,85814,2939608.02
TOMTOM,NL0013332471,TOM2,Euronext Amsterdam,EUR,7.48,7.525,7.22,7.25,10.07.2020 17:35,CET,467108,3424357.18
TOOLUX SANDING,LU0394945660,ALTLX,Euronext Growth Paris,EUR,1.6,1.6,1.6,1.6,25.03.2015 15:30,CET,1650,2640
TOQUEBLANCHEMONDE,FR0011668821,MLTBM,Euronext Access Paris,EUR,3.9,3.9,3.9,3.9,30.06.2020 16:39,CET,1,3.9
TOTAL,FR0000120271,FP,"Euronext Paris, Brussels",EUR,32.765,33.475,32.25,33.32,10.07.2020 17:36,CET,6580173,217953290.97
TOTAL GABON,GA0000121459,EC,Euronext Paris,EUR,103.5,105.5,103,104,10.07.2020 17:35,CET,313,32667
TOTAL PRODUCE PLC,IE00B1HDWM43,T7O,Euronext Growth Dublin,EUR,1.13,1.15,1.108,1.14,10.07.2020 17:34,UTC,201185,227562.89
TOUAX,FR0000033003,TOUP,Euronext Paris,EUR,4.82,5.08,4.82,5,10.07.2020 15:55,CET,3744,18589.3
TOUR EIFFEL,FR0000036816,EIFF,Euronext Paris,EUR,29.4,29.9,29.4,29.7,10.07.2020 17:35,CET,1133,33512.3
TOUTABO,FR0010621722,MLABO,Euronext Access Paris,EUR,0.895,0.895,0.895,0.895,26.05.2020 16:35,CET,333,298.04
TOYOTA CAETANO,PTSCT0AP0018,SCT,Euronext Lisbon,EUR,2.8,2.8,2.8,2.8,08.07.2020 15:30,BST,30,84
TPF CONTRACTING,BE0024981525,-,Euronext Expert Market,EUR,89.1,89.1,89.1,89.1,05.06.2018 11:30,CET,15,1336.5
TPSH,FR0011040690,MLPSH,Euronext Access Paris,EUR,0.191,0.191,0.191,0.191,17.12.2018 11:30,CET,3070,586.37
TRAMWAYS DE ROUEN,FR0000031866,MLTRA,Euronext Access Paris,EUR,2600,2600,2600,2600,01.07.2020 11:30,CET,1,2600
TRANSGENE,FR0005175080,TNG,Euronext Paris,EUR,1.484,1.484,1.434,1.44,10.07.2020 17:35,CET,51783,75460.88
TRIGANO,FR0005691656,TRI,Euronext Paris,EUR,91.5,92.3,90.25,91.5,10.07.2020 17:35,CET,37126,3390390.5
TRILOGIQ,FR0010397901,ALTRI,Euronext Growth Paris,EUR,4.14,4.14,4.14,4.14,09.07.2020 16:33,CET,165,683.1
TROC ILE,FR0000031106,MLTRO,Euronext Access Paris,EUR,4.26,4.26,4.26,4.26,07.07.2020 16:30,CET,100,426
TROIS CHENES,FR0000076481,MLTRC,Euronext Access Paris,EUR,16,16,14.4,14.4,08.07.2020 16:30,CET,112,1632
TRONICS,FR0004175099,ALTRO,Euronext Growth Paris,EUR,7.5,7.5,7.5,7.5,10.07.2020 11:30,CET,3,22.5
TTI,FR0010383877,ALTTI,Euronext Growth Paris,EUR,3.12,3.14,3.12,3.14,10.07.2020 16:30,CET,323,1007.84
TUBIZE (ATTR),BE0099967573,TUBAT,Euronext Expert Market,EUR,0.41,0.41,0.41,0.41,08.10.2019 11:30,CET,15,6.15
TUBIZE-FIN,BE0003823409,TUB,Euronext Brussels,EUR,84.4,85.8,84,84.2,10.07.2020 17:35,CET,10165,860396.2
TULLOW OIL PLC,GB0001500809,TQW,Euronext Dublin,EUR,0.342,0.342,0.33,0.3416,10.07.2020 16:13,UTC,14364,4865.37
TXCOM,FR0010654087,ALTXC,Euronext Growth Paris,EUR,8,8,8,8,10.07.2020 11:30,CET,50,400
U&I LEARNING,BE0003847648,UNI,Euronext Access Brussels,EUR,4,4,4,4,09.07.2020 14:43,CET,5647,22588
U10 CORP,FR0000079147,ALU10,Euronext Growth Paris,EUR,1.355,1.37,1.305,1.355,10.07.2020 17:29,CET,14379,19077.05
UBISOFT ENTERTAIN,FR0000054470,UBI,Euronext Paris,EUR,78.24,79.24,77.5,77.5,10.07.2020 17:36,CET,440013,34308796.66
UCAR,FR0011070457,ALUCR,Euronext Growth Paris,EUR,9.95,9.95,9.95,9.95,10.07.2020 09:00,CET,1,9.95
UCARE SERVICES BEL,BE0003838555,PNSB,Euronext Access Brussels,EUR,0.92,0.92,0.92,0.92,13.05.2020 16:30,CET,1750,1610
UCB,BE0003739530,UCB,Euronext Brussels,EUR,107.35,110.05,107.15,107.15,10.07.2020 17:37,CET,466794,50553030.9
UMALIS GROUP,FR0011776889,MLUMG,Euronext Access Paris,EUR,2.44,2.68,2.44,2.68,03.07.2020 16:30,CET,460,1177.6
UMANIS,FR0013263878,ALUMS,Euronext Growth Paris,EUR,4.59,4.6,4.57,4.58,10.07.2020 17:35,CET,3323,15235.28
UMICORE,BE0974320526,UMI,Euronext Brussels,EUR,43.2,43.65,42.87,43.38,10.07.2020 17:35,CET,528545,22902243.27
UN TOIT POUR TOI,FR0013180189,MLUTP,Euronext Access Paris,EUR,9,9,9,9,13.11.2019 11:30,CET,10,90
UNI.METALG.HT-SEI.,FR0005783503,MLUMH,Euronext Access Paris,EUR,8.05,8.05,8.05,8.05,17.06.2020 16:30,CET,5,40.25
UNIBAIL-RODAMCO-WE,FR0013326246,URW,"Euronext Amsterdam, Paris",EUR,49.6,51.5,49.6,51.36,10.07.2020 17:36,CET,886085,44912446.09
UNIBEL,FR0000054215,UNBL,Euronext Paris,EUR,600,600,600,600,18.06.2020 11:30,CET,5,3000
UNILEVER,NL0000388619,UNA,Euronext Amsterdam,EUR,45.7,46.59,45.67,46.28,10.07.2020 17:35,CET,4058531,187820791.86
UNION FIN.FRANCE,FR0000034548,UFF,Euronext Paris,EUR,15.65,15.85,15.6,15.6,10.07.2020 14:00,CET,2696,42071.55
UNION PAC CORP,US9078181081,UNPA,Traded not listed Brussels,USD,104.55,104.55,104.55,104.55,22.12.2016 16:30,CET,78,8154.9
UNION TECH.INFOR.,FR0000074197,FPG,Euronext Paris,EUR,0.456,0.456,0.434,0.434,10.07.2020 17:29,CET,13140,5750.16
UNIPHAR PLC,IE00BJ5FQX74,UPR,Euronext Growth Dublin,EUR,1.79,1.8,1.77,1.8,10.07.2020 17:36,UTC,130466,234002.76
UNITI,FR0012709160,ALUNT,Euronext Growth Paris,EUR,1.8,1.86,1.7,1.86,10.07.2020 17:08,CET,1601,2855.8
UPERGY,FR0010337865,ALUPG,Euronext Growth Paris,EUR,4.76,4.76,4.76,4.76,10.07.2020 09:00,CET,1,4.76
UTEXBEL,BE0017609521,-,Euronext Expert Market,EUR,91.05,91.05,91.05,91.05,20.10.2015 11:30,CET,84,7648.2
UV GERMI,FR0011898584,ALUVI,Euronext Growth Paris,EUR,8.75,8.75,8.25,8.55,10.07.2020 17:25,CET,4315,36397.5
V LANSCHOT KEMPEN,NL0000302636,VLK,Euronext Amsterdam,EUR,13.4,13.88,13.4,13.88,10.07.2020 17:35,CET,41127,559162.06
VAA VISTA ALEGRE,PTVAA0AM0019,VAF,Euronext Lisbon,EUR,0.95,0.96,0.95,0.96,10.07.2020 20:14,BST,5300,5038
VALBIOTIS,FR0013254851,ALVAL,Euronext Growth Paris,EUR,4.35,4.4,4.23,4.35,10.07.2020 17:35,CET,12406,53656.31
VALEO,FR0013176526,FR,Euronext Paris,EUR,22.46,23.75,22.3,23.74,10.07.2020 17:35,CET,908224,21280718.5
VALLOUREC,FR0013506730,VK,Euronext Paris,EUR,33.5,33.965,32.2,33.345,10.07.2020 17:35,CET,79037,2608486.4
VALNEVA,FR0004056851,VLA,Euronext Paris,EUR,4.5,4.595,4.185,4.225,10.07.2020 17:39,CET,674123,2927303.02
VALONEO,FR0012833770,MLVAL,Euronext Access Paris,EUR,14.3,14.3,14.3,14.3,25.09.2018 16:30,CET,10,143
VALUE8,NL0010661864,VALUE,Euronext Amsterdam,EUR,4.67,4.67,4.65,4.65,10.07.2020 17:29,CET,544,2531.48
VALUE8 CUM PREF,NL0015118803,PREVA,Euronext Amsterdam,EUR,6.5,6.5,6.5,6.5,06.07.2020 11:30,CET,1000,6500
VAN DE VELDE,BE0003839561,VAN,Euronext Brussels,EUR,20.1,20.15,20,20.1,10.07.2020 17:26,CET,3005,60210.85
VASTNED,NL0000288918,VASTN,Euronext Amsterdam,EUR,19,19.8,19,19.76,10.07.2020 17:35,CET,31764,619088.18
VASTNED RETAIL BEL,BE0003754687,VASTB,Euronext Brussels,EUR,33.4,33.4,32.7,32.9,10.07.2020 11:40,CET,1027,33865.3
VDK BANK,BE0022780820,-,Euronext Expert Market,EUR,4000,4000,4000,4000,30.06.2020 11:30,CET,4,16000
VENTE UNIQUE.COM,FR0010766667,ALVU,Euronext Growth Paris,EUR,5.25,5.25,5.2,5.2,10.07.2020 17:21,CET,585,3046.9
VEOLIA ENVIRON.,FR0000124141,VIE,Euronext Paris,EUR,19.27,19.555,19.075,19.555,10.07.2020 17:35,CET,1415253,27451315.59
VEON,BMG9349W1038,VEON,Euronext Amsterdam,EUR,1.524,1.54,1.51,1.528,10.07.2020 17:35,CET,18336,27983.25
VERALLIA,FR0013447729,VRLA,Euronext Paris,EUR,28,28.25,27.15,27.25,10.07.2020 17:36,CET,83010,2279977
VERGNET,FR0004155240,ALVER,Euronext Growth Paris,EUR,0.294,0.347,0.294,0.33,10.07.2020 17:36,CET,1532257,502032.94
VERIMATRIX,FR0010291245,VMX,Euronext Paris,EUR,2.32,2.33,2.285,2.32,10.07.2020 17:35,CET,86958,200913.89
VERIZON COMM.,US92343V1044,VERIZ,Traded not listed Brussels,USD,53.15,54,53.15,54,28.02.2020 16:04,CET,500,24403.31
VERNEUIL FINANCE,FR0000062465,VRNL,Euronext Paris,EUR,1.01,1.01,1.01,1.01,02.07.2020 11:30,CET,17,17.17
VERNEY CARRON,FR0006174496,MLVER,Euronext Access Paris,EUR,11.7,11.7,11.7,11.7,06.07.2020 11:30,CET,1,11.7
VETOQUINOL,FR0004186856,VETO,Euronext Paris,EUR,68,68,66.2,67.6,10.07.2020 17:11,CET,757,50673.8
